inv_id,source_type,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,photographer,specimen_state,device,device_type,n_photos
N629,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,terrestris,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N629,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,terrestris,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
N630,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pascuorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
N630,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pascuorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
N657,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pascuorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
N657,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pascuorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
N706,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lapidarius,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N706,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lapidarius,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
N72,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,terrestris,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
N72,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,terrestris,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
N76,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
N76,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,worker,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
N813,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
N814,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lapidarius,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N814,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lapidarius,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
N815,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N815,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
N816,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N816,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
N816,collection,,,2020,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,lucorum,drone,Vincent ZANINOTTO,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
NoName1,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName1,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
NoName10,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName10,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName11,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName11,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName12,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName12,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName13,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName13,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName14,collection,,,,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName14,collection,,,,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName15,collection,,,,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName15,collection,,,,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName2,collection,7,5,2022,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName2,collection,7,5,2022,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
NoName3,collection,25,8,2022,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,Saulzet-le-Froid,F.FOURNIER,Hymenoptera,Apidae,Bombus,pomorum,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName3,collection,25,8,2022,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,Saulzet-le-Froid,F.FOURNIER,Hymenoptera,Apidae,Bombus,pomorum,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
NoName4,collection,24,6,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName4,collection,24,6,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName5,collection,3,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName5,collection,3,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName6,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName6,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName7,collection,5,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName7,collection,5,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName8,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName8,collection,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
NoName9,collection,3,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
NoName9,collection,3,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_030803,collection,3,8,2003,OPIE,net,Île-de-France,Carrière de Vigny,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_030803,collection,3,8,2003,OPIE,net,Île-de-France,Carrière de Vigny,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_030803b,collection,3,8,2003,OPIE,net,Île-de-France,Carrière de Vigny,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_030803b,collection,3,8,2003,OPIE,net,Île-de-France,Carrière de Vigny,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_060803,collection,6,8,2003,OPIE,net,Île-de-France,Herbeville,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_060803,collection,6,8,2003,OPIE,net,Île-de-France,Herbeville,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_070820,collection,7,8,2020,OPIE,net,Île-de-France,Vendoeuvrés,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_070820,collection,7,8,2020,OPIE,net,Île-de-France,Vendoeuvrés,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_070820b,collection,7,8,2020,OPIE,net,Île-de-France,Vendoeuvrés,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_070820b,collection,7,8,2020,OPIE,net,Île-de-France,Vendoeuvrés,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_100803,collection,3,8,2003,OPIE,net,Île-de-France,Guernes,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_100803,collection,3,8,2003,OPIE,net,Île-de-France,Guernes,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_100820,collection,10,8,2020,OPIE,net,Île-de-France,Le Plessis Hebert,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_100820,collection,10,8,2020,OPIE,net,Île-de-France,Le Plessis Hebert,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_110702,collection,11,7,2002,OPIE,net,Île-de-France,Bregy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_110702,collection,11,7,2002,OPIE,net,Île-de-France,Bregy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_130720,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_130720,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_130720b,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_130720b,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_130720c,collection,13,7,2020,OPIE,net,Île-de-France,Le Plessis Hebert,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_130720c,collection,13,7,2020,OPIE,net,Île-de-France,Le Plessis Hebert,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_130720d,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_130720d,collection,13,7,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_160720,collection,16,7,2020,OPIE,net,Île-de-France,Reuilly,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_160720,collection,16,7,2020,OPIE,net,Île-de-France,Reuilly,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_160720b,collection,16,7,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_160720b,collection,16,7,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_180702,collection,18,7,2002,OPIE,net,Île-de-France,Mantes-la-Jolie,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_180702,collection,18,7,2002,OPIE,net,Île-de-France,Mantes-la-Jolie,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_180703,collection,18,7,2003,OPIE,net,Île-de-France,Mantes-la-Jolie,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_180703,collection,18,7,2003,OPIE,net,Île-de-France,Mantes-la-Jolie,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_200703,collection,20,7,2003,OPIE,net,Île-de-France,Paris,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_200703,collection,20,7,2003,OPIE,net,Île-de-France,Paris,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_200703b,collection,20,7,2003,OPIE,net,Île-de-France,Paris,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_200703b,collection,20,7,2003,OPIE,net,Île-de-France,Paris,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2004,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_200720,collection,20,7,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_200720,collection,20,7,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_220620,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_220620,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_220620b,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_220620b,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_220620c,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_220620c,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_220620d,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_220620d,collection,22,6,2020,OPIE,net,Île-de-France,Vieil-Evreux,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_230620,collection,23,6,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_230620,collection,23,6,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_230620b,collection,23,6,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_230620b,collection,23,6,2020,OPIE,net,Île-de-France,Sacquenville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_240620,collection,24,6,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_240620,collection,24,6,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_240620b,collection,24,6,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_240620b,collection,24,6,2020,OPIE,net,Île-de-France,Pacy,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_260620,collection,26,6,2020,OPIE,net,Île-de-France,Ormes,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_260620,collection,26,6,2020,OPIE,net,Île-de-France,Ormes,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_260620b,collection,26,6,2020,OPIE,net,Île-de-France,Ormes,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_260620b,collection,26,6,2020,OPIE,net,Île-de-France,Ormes,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_270702,collection,27,7,2002,OPIE,net,Île-de-France,Frouville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_270702,collection,27,7,2002,OPIE,net,Île-de-France,Frouville,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_290602,collection,29,6,2002,OPIE,net,Île-de-France,Mesnil-le-Roi,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_290602,collection,29,6,2002,OPIE,net,Île-de-France,Mesnil-le-Roi,,Hymenoptera,Apidae,Bombus,lapidarius,worker,Serge GADOUM,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_78V,collection,12,8,2009,OPIE,net,Île-de-France,Versailles,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2011,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_78V,collection,12,8,2009,OPIE,net,Île-de-France,Versailles,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2011,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
OPIE_Lapi_7B,collection,18,8,2009,OPIE,net,Île-de-France,Evecquement,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2011,Basile PETIT,pinned,Smartphone Samsung s10,S,3
OPIE_Lapi_7B,collection,18,8,2009,OPIE,net,Île-de-France,Evecquement,,Hymenoptera,Apidae,Bombus,lapidarius,drone,Pierre RASMONT,2011,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
