specimen_id,species,caste,is_labeled,n_images,splits_present,in_identification_csv,in_images
FR73ABOM140722032,monticola,drone,True,5,train,True,True
FR73ABOM140722033,monticola,drone,True,5,train,True,True
FR73ABOM140722039,pyrenaeus,worker,True,5,train,True,True
FR73ABOM150722001,monticola,drone,True,5,train,True,True
FR73ABOM150722006,monticola,drone,True,5,train,True,True
FR73ABOM200722017,sichelii,drone,True,5,train,True,True
FR73ABOM200722018,sichelii,drone,True,5,train,True,True
FR73ABOM200722019,pyrenaeus,drone,True,5,train,True,True
FR73ABOM200722028,pyrenaeus,drone,True,5,train,True,True
FR73ABOM200722029,pyrenaeus,drone,True,5,train,True,True
FR73ABOM200722030,sichelii,drone,True,5,train,True,True
FR73ABOM200722031,sichelii,drone,True,5,train,True,True
FR73ABOM200722032,monticola,worker,True,5,train,True,True
FR73ABOM200722034,pyrenaeus,worker,True,5,train,True,True
FR73ABOM200722037,pyrenaeus,worker,True,5,train,True,True
FR73ABOM200722038,pyrenaeus,worker,True,5,train,True,True
FR73ABOM200722039,pyrenaeus,worker,True,5,train,True,True
FR73ABOM200722040,pyrenaeus,worker,True,5,train,True,True
FR73ABOM200722041,pyrenaeus,worker,True,5,train,True,True
FR74ABOM160722001,monticola,worker,True,5,train,True,True
FR74ABOM160722015,monticola,worker,True,5,train,True,True
FR74ABOM170722014,monticola,worker,True,5,train,True,True
JE.F19.0158,terrestris,worker,True,0,,True,False
JE.F19.0166,terrestris,worker,True,0,,True,False
JE.F19.0173,terrestris,worker,True,0,,True,False
JE.F19.0174,pascuorum,queen,True,0,,True,False
JE.F19.0176,pascuorum,queen,True,0,,True,False
JE.F19.0242,terrestris,worker,True,0,,True,False
JE.F19.0244,terrestris,worker,True,0,,True,False
JE.F19.0268,terrestris,worker,True,0,,True,False
JE.F19.0277,terrestris,worker,True,0,,True,False
JE.F19.0305,terrestris,worker,True,0,,True,False
JE.F19.0306,pascuorum,queen,True,0,,True,False
JE.F19.0311,terrestris,worker,True,0,,True,False
JE.F19.0320,pascuorum,queen,True,0,,True,False
JE.F19.0324,pascuorum,queen,True,0,,True,False
JE.F19.0332,terrestris,worker,True,0,,True,False
JE.F19.0335,pascuorum,queen,True,0,,True,False
JE.F19.0381,pascuorum,worker,True,0,,True,False
JE.F19.0382,hortorum,queen,True,0,,True,False
JE.F19.0388,terrestris,worker,True,0,,True,False
JE.F19.0410,pascuorum,queen,True,0,,True,False
JE.F19.0414,pascuorum,queen,True,0,,True,False
JE.F19.0416,terrestris,worker,True,0,,True,False
JE.F19.0418,terrestris,worker,True,0,,True,False
JE.F19.0427,pratorum,worker,True,0,,True,False
MET-2016.18309,terrestris,queen,True,0,,True,False
MET-2018.00201,terrestris,drone,True,0,,True,False
N1151,terrestris,drone,True,0,,True,False
N1152,lapidarius,drone,True,0,,True,False
N1259,pascuorum,worker,True,0,,True,False
N126,pratorum,drone,True,10,train,True,True
N127,pascuorum,worker,True,0,,True,False
N128,pascuorum,worker,True,0,,True,False
N1283,pascuorum,worker,True,0,,True,False
N129,pascuorum,worker,True,0,,True,False
N171,terrestris,worker,True,0,,True,False
N173,terrestris,worker,True,0,,True,False
N174,pascuorum,worker,True,0,,True,False
N175,pascuorum,worker,True,0,,True,False
N176,pascuorum,worker,True,0,,True,False
N180,pascuorum,worker,True,0,,True,False
N181,pascuorum,worker,True,0,,True,False
N183,terrestris,worker,True,0,,True,False
N184,pascuorum,worker,True,0,,True,False
N196,pascuorum,worker,True,0,,True,False
N205,pratorum,worker,True,6,train,True,True
N210,terrestris,worker,True,0,,True,False
N213,pascuorum,worker,True,0,,True,False
N220,pascuorum,worker,True,0,,True,False
N221,lucorum,drone,True,0,,True,False
N222,vestalis,drone,True,0,,True,False
N223,terrestris,worker,True,0,,True,False
N224,terrestris,worker,True,0,,True,False
N225,terrestris,worker,True,0,,True,False
N227,pascuorum,worker,True,0,,True,False
N228,vestalis,drone,True,0,,True,False
N229,terrestris,worker,True,0,,True,False
N230,vestalis,drone,True,0,,True,False
N231,terrestris,worker,True,0,,True,False
N234,terrestris,drone,True,0,,True,False
N290,terrestris,worker,True,0,,True,False
N291,pascuorum,worker,True,0,,True,False
N306,terrestris,worker,True,0,,True,False
N324,pascuorum,worker,True,0,,True,False
N342,pascuorum,worker,True,0,,True,False
N343,pascuorum,worker,True,0,,True,False
N359,pascuorum,worker,True,0,,True,False
N360,pascuorum,worker,True,0,,True,False
N384,pratorum,drone,True,10,train,True,True
N385,pratorum,drone,True,10,train,True,True
N387,pascuorum,drone,True,0,,True,False
N390,terrestris,worker,True,0,,True,False
N391,terrestris,worker,True,0,,True,False
N392,terrestris,worker,True,0,,True,False
N407,pratorum,worker,True,6,train,True,True
N408,lapidarius,worker,True,0,,True,False
N409,terrestris,worker,True,0,,True,False
N410,terrestris,worker,True,0,,True,False
N411,terrestris,worker,True,0,,True,False
N413,lapidarius,worker,True,0,,True,False
N423,terrestris,worker,True,0,,True,False
N463,pascuorum,worker,True,0,,True,False
N489,terrestris,worker,True,0,,True,False
N492,terrestris,worker,True,0,,True,False
N562,terrestris,worker,True,0,,True,False
N563,terrestris,worker,True,0,,True,False
N579,terrestris,worker,True,0,,True,False
N620,pascuorum,worker,True,0,,True,False
N625,pascuorum,worker,True,0,,True,False
N628,pratorum,drone,True,10,train,True,True
N629,terrestris,drone,True,0,,True,False
N630,pascuorum,worker,True,0,,True,False
N657,pascuorum,worker,True,0,,True,False
N706,lapidarius,drone,True,0,,True,False
N72,terrestris,worker,True,0,,True,False
N76,lucorum,worker,True,0,,True,False
N813,lucorum,drone,True,0,,True,False
N814,lapidarius,drone,True,0,,True,False
N815,pratorum,drone,True,10,train,True,True
N816,lucorum,drone,True,0,,True,False
NoName1,pratorum,queen,True,5,train,True,True
NoName10,sylvarum,drone,True,5,train,True,True
NoName11,sylvarum,drone,True,5,train,True,True
NoName12,sylvarum,drone,True,5,train,True,True
NoName13,sylvarum,drone,True,5,train,True,True
NoName14,pomorum,drone,True,5,train,True,True
NoName15,pomorum,drone,True,5,train,True,True
NoName2,sylvarum,queen,True,5,train,True,True
NoName3,pomorum,drone,True,5,train,True,True
NoName4,sylvarum,worker,True,5,train,True,True
NoName5,sylvarum,worker,True,5,train,True,True
NoName6,confusus,worker,True,5,train,True,True
NoName7,confusus,worker,True,5,train,True,True
NoName8,confusus,drone,True,5,train,True,True
NoName9,sylvarum,drone,True,5,train,True,True
OPIE_Lapi_030803,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_030803b,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_060803,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_070820,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_070820b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_100803,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_100820,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_110702,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_130720,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_130720b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_130720c,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_130720d,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_160720,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_160720b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_180702,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_180703,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_200703,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_200703b,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_200720,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_220620,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_220620b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_220620c,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_220620d,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_230620,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_230620b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_240620,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_240620b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_260620,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_260620b,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_270702,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_290602,lapidarius,worker,True,5,train,True,True
OPIE_Lapi_78V,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_7B,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_95C,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_A1,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_A1b,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_B2,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_B2b,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_D1,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_E7,lapidarius,drone,True,5,train,True,True
OPIE_Lapi_H1,lapidarius,drone,True,5,train,True,True
OPPO 5923,sylvarum,worker,True,0,,True,False
OPPO.2021.03276,pratorum,worker,True,5,train,True,True
OPPO.7362,,,False,5,train,False,True
OPPO8585,lucorum,queen,True,0,,True,False
OPPO_5923,,,False,5,train,False,True
POLLINIS4343,soroeensis,worker,True,5,train,True,True
POLLINIS4351,pratorum,drone,True,5,train,True,True
POLLINIS4384,soroeensis,drone,True,5,train,True,True
POLLINIS4393,pratorum,worker,True,5,train,True,True
POLLINIS4402,ruderarius,worker,True,5,train,True,True
POLLINIS4415,pomorum,worker,True,5,train,True,True
POLLINIS4455,ruderarius,worker,True,5,train,True,True
POLLINIS4981,soroeensis,queen,True,5,train,True,True
POLLINIS4982,rupestris,queen,True,10,train,True,True
POLLINIS4982b,sylvarum,queen,True,5,train,True,True
POLLINIS4984,sylvarum,queen,True,5,train,True,True
POLLINIS5133,rupestris,queen,True,11,train,True,True
POLLINIS5943,soroeensis,drone,True,5,train,True,True
POLLINIS5983,soroeensis,drone,True,5,train,True,True
POLLINIS5985,soroeensis,drone,True,5,train,True,True
Polset1,monticola,worker,True,0,,True,False
Polset_1,,,False,5,train,False,True
RNL_2018.00760,lucorum,drone,True,0,,True,False
RuppSupp1,rupestris,queen,True,5,train,True,True
SP03-22-0073,terrestris,worker,True,0,,True,False
SP03-22-0081,,,False,0,,True,False
SP03-22-0100,,,False,0,,True,False
SP03-22-0112,,,False,0,,True,False
SP03-22-0117,pascuorum,,True,0,,True,False
SP03-22-0140,pascuorum,,True,0,,True,False
SP03-22-0181,pascuorum,,True,0,,True,False
SP03-22-0190,,,False,0,,True,False
SP03-22-0193,,,False,0,,True,False
SP03-22-0195,,,False,0,,True,False
SP03-22-0201,,,False,0,,True,False
SP03-22-0212,,worker,False,0,,True,False
SP03-22-0238,pascuorum,,True,0,,True,False
SP03-22-0243,pascuorum,,True,0,,True,False
SP03-22-0256,pascuorum,,True,0,,True,False
SP03-22-0262,pascuorum,,True,0,,True,False
SP03-22-0267,terrestris,,True,0,,True,False
SP03-22-0268,terrestris,,True,0,,True,False
SP03-22-0269,pascuorum,,True,0,,True,False
SP03-22-0271,terrestris,,True,0,,True,False
SP03-22-0296,terrestris,,True,0,,True,False
SP03-22-0320,pascuorum,,True,0,,True,False
SP03-22-0334,pascuorum,,True,0,,True,False
SP03-22-0338,pascuorum,,True,0,,True,False
SP03-22-0368,pascuorum,,True,0,,True,False
SP03-22-0370,pascuorum,,True,0,,True,False
SP03-22-0372,terrestris,,True,0,,True,False
SP03-22-0373,pascuorum,,True,0,,True,False
SP03-22-0376,pascuorum,,True,0,,True,False
SP03-22-9007,,worker,False,0,,True,False
SP03-22-9010,,,False,0,,True,False
SP03-22-9015,,,False,0,,True,False
SP03-22-9027,,,False,0,,True,False
SP03-22-9039,,,False,0,,True,False
SP03-22-9040,,,False,0,,True,False
Stock_Luco1,lucorum,queen,True,0,,True,False
Stock_Luco2,lucorum,queen,True,0,,True,False
Stock_Luco3,lucorum,queen,True,0,,True,False
UBC-2011.0157,rupestris,queen,True,10,train,True,True
UBC-2013.0358,terrestris,drone,True,0,,True,False
UBC-2013.0556,terrestris,drone,True,0,,True,False
UBC-2013.0557,terrestris,drone,True,0,,True,False
UBC-2014.0001,rupestris,queen,True,10,train,True,True
VAN-2019.00781,rupestris,drone,True,6,train,True,True
VAN-2019.00783,rupestris,drone,True,6,train,True,True
VAN-2019.00785,rupestris,drone,True,6,train,True,True
VAN-2019.00787,rupestris,drone,True,6,train,True,True
VAN-2019.00788,rupestris,drone,True,6,train,True,True
VAN-2019.00795,ruderarius,worker,True,5,train,True,True
VAN-2019.00814,rupestris,drone,True,6,train,True,True
VAN-2019.00822,rupestris,drone,True,6,train,True,True
VAN-2019.00824,rupestris,drone,True,6,train,True,True
VAN-2019.00849,rupestris,drone,True,6,train,True,True
VAN-2019.00850,rupestris,drone,True,6,train,True,True
WB1_23,,,False,19,test,False,True
WB1_23_0001,soroeensis,,True,3,test,True,True
WB1_23_0002,ruderarius,,True,3,test,True,True
WB1_23_0003,monticola,,True,3,test,True,True
WB1_23_0004,pyrenaeus,,True,3,test,True,True
WB1_23_0005,ruderarius,,True,3,test,True,True
WB1_23_0006,sichelii,,True,3,test,True,True
WB1_23_0007,soroeensis,,True,3,test,True,True
WB1_23_0008,soroeensis,,True,3,test,True,True
WB1_23_0009,rupestris,,True,3,test,True,True
WB1_23_0010,ruderarius,,True,3,test,True,True
WB1_23_0016,ruderarius,,True,3,test,True,True
WB1_23_0017,sichelii,,True,3,test,True,True
WB1_23_0018,sichelii,,True,3,test,True,True
WB1_23_0019,sichelii,,True,3,test,True,True
WB1_23_0020,ruderarius,,True,3,test,True,True
WB1_23_0021,ruderarius,,True,3,test,True,True
WB1_23_0022,ruderarius,,True,3,test,True,True
WB1_23_0023,pyrenaeus,,True,3,test,True,True
WB1_23_0024,soroeensis,,True,3,test,True,True
WB1_23_0025,soroeensis,,True,3,test,True,True
WB1_23_0026,wurflenii,,True,3,test,True,True
WB1_23_0031,soroeensis,,True,3,test,True,True
WB1_23_0032,wurflenii,,True,3,test,True,True
WB1_23_0033,sichelii,,True,3,test,True,True
WB1_23_0034,rupestris,,True,3,test,True,True
WB1_23_0035,monticola,,True,3,test,True,True
WB1_23_0036,sichelii,,True,3,test,True,True
WB1_23_0037,rupestris,,True,3,test,True,True
WB1_23_0038,wurflenii,,True,3,test,True,True
WB1_23_0039,ruderarius,,True,3,test,True,True
WB1_23_0040,pyrenaeus,,True,3,test,True,True
WB1_23_0046,soroeensis,,True,0,,True,False
WB1_23_0047,pratorum,,True,0,,True,False
WB1_23_0048,soroeensis,,True,0,,True,False
WB1_23_0049,pratorum,,True,0,,True,False
WB1_23_0050,pratorum,,True,0,,True,False
WB1_23_0051,pratorum,,True,0,,True,False
WB1_23_0052,lapidarius,,True,0,,True,False
WB1_23_0053,pratorum,,True,0,,True,False
WB1_23_0054,pratorum,,True,0,,True,False
WB1_23_0055,rupestris,,True,0,,True,False
WB1_23_0056,pratorum,,True,0,,True,False
WB1_23_0061,lapidarius,,True,1,test,True,True
WB1_23_0062,lapidarius,,True,3,test,True,True
WB1_23_0063,lapidarius,,True,3,test,True,True
WB1_23_0064,pratorum,,True,3,test,True,True
WB1_23_0065,lapidarius,,True,3,test,True,True
WB1_23_0066,lapidarius,,True,3,test,True,True
WB1_23_0067,pratorum,,True,3,test,True,True
WB1_23_0068,soroeensis,,True,3,test,True,True
WB1_23_0069,pratorum,,True,3,test,True,True
WB1_23_0070,pratorum,,True,3,test,True,True
WB1_23_0076,lapidarius,,True,3,test,True,True
WB1_23_0077,lapidarius,,True,3,test,True,True
WB1_23_0078,lapidarius,,True,3,test,True,True
WB1_23_0079,lapidarius,,True,3,test,True,True
WB1_23_0080,lapidarius,,True,3,test,True,True
WB1_23_0081,lapidarius,,True,3,test,True,True
WB1_23_0082,lapidarius,,True,3,test,True,True
WB1_23_0083,lapidarius,,True,3,test,True,True
WB1_23_0084,lapidarius,,True,3,test,True,True
WB1_23_0085,lapidarius,,True,3,test,True,True
WB1_23_0086,sylvarum,,True,3,test,True,True
WB1_23_0087,sylvarum,,True,3,test,True,True
WB1_23_0091,sylvarum,,True,3,test,True,True
WB1_23_0092,lapidarius,,True,3,test,True,True
WB1_23_0093,lapidarius,,True,3,test,True,True
WB1_23_0094,lapidarius,,True,3,test,True,True
WB1_23_0095,lapidarius,,True,3,test,True,True
WB1_23_0096,lapidarius,,True,3,test,True,True
WB1_23_0097,lapidarius,,True,3,test,True,True
WB1_23_0098,pratorum,,True,3,test,True,True
WB1_23_0099,lapidarius,,True,3,test,True,True
WB1_23_0100,,,False,0,,True,False
WB1_23_0106,lapidarius,,True,3,test,True,True
WB1_23_0107,lapidarius,,True,3,test,True,True
WB1_23_0108,lapidarius,,True,3,test,True,True
WB1_23_0109,lapidarius,,True,2,test,True,True
WB1_23_0110,sylvarum,,True,2,test,True,True
WB1_23_0111,lapidarius,,True,3,test,True,True
WB1_23_0112,lapidarius,,True,2,test,True,True
WB1_23_0113,lapidarius,,True,3,test,True,True
WB1_23_0114,lapidarius,,True,4,test,True,True
WB1_23_0115,lapidarius,,True,3,test,True,True
WB1_23_0116,soroeensis,,True,3,test,True,True
WB1_23_0117,pratorum,,True,3,test,True,True
WB1_23_0118,lapidarius,,True,3,test,True,True
WB1_23_0119,pratorum,,True,3,test,True,True
WB1_23_0120,soroeensis,,True,3,test,True,True
WB1_23_0121,sylvarum,,True,3,test,True,True
WB1_23_0122,pratorum,,True,3,test,True,True
WB1_23_0123,pratorum,,True,3,test,True,True
WB1_23_0124,pratorum,,True,3,test,True,True
WB1_23_0125,confusus,,True,3,test,True,True
WB1_23_0126,rupestris,,True,3,test,True,True
WB1_23_0127,lapidarius,,True,3,test,True,True
WB1_23_0128,lapidarius,,True,3,test,True,True
WB1_23_0129,sylvarum,,True,4,test,True,True
WB1_23_0130,sylvarum,,True,3,test,True,True
WB1_23_0131,pratorum,,True,3,test,True,True
WB1_23_0132,lapidarius,,True,3,test,True,True
WB1_23_0133,pratorum,,True,3,test,True,True
WB1_23_0134,lapidarius,,True,3,test,True,True
WB1_23_0135,lapidarius,,True,4,test,True,True
WB1_23_136,rupestris,,True,0,,True,False
WB1_23_137,rupestris,,True,0,,True,False
WB1_23_138,pratorum,,True,0,,True,False
WB1_23_139,pratorum,,True,0,,True,False
WB1_23_140,pratorum,,True,0,,True,False
WB1_23_141,pratorum,,True,0,,True,False
WB1_23_142,pratorum,,True,0,,True,False
WB1_23_143,pratorum,,True,0,,True,False
WB1_23_144,pratorum,,True,0,,True,False
WB1_23_145,lapidarius,,True,0,,True,False
WB1_23_146,lapidarius,,True,0,,True,False
WB1_23_147,sp (wurflenii ou pratorum),,True,0,,True,False
WB1_23_148,lapidarius,,True,0,,True,False
WB1_23_149,lapidarius,,True,0,,True,False
WB1_23_150,pratorum,,True,0,,True,False
WB1_23_151,sylvestris,,True,0,,True,False
WB1_23_152,sichelii,,True,0,,True,False
WB1_23_153,pratorum,,True,0,,True,False
WB1_23_154,mesomelas,,True,0,,True,False
Znieff_galibier,wurflenii,worker,True,5,train,True,True
