id,espece,role,appareil,chemin_wide,chemin_crop_large,statut,area_ratio,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_area,bbox_valid
FR15ABOM210822013_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822013_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822013_S1.jpg,paire_exploitable,0.3684140145011235,0,0,1832,1373,1832,1373,2515336,True
FR15ABOM210822013_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822013_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822013_S2.jpg,paire_exploitable,0.3284544159909284,0,0,1729,1297,1729,1297,2242513,True
FR15ABOM210822013_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822013_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822013_S3.jpg,paire_exploitable,0.3992078472394829,0,0,1906,1430,1906,1430,2725580,True
FR15ABOM210822014_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822014_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822014_P1.JPG,paire_exploitable,0.224376731301939,0,0,2304,1728,2304,1728,3981312,True
FR15ABOM210822014_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822014_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822014_P2.JPG,paire_exploitable,0.2176434771396006,0,0,2269,1702,2269,1702,3861838,True
FR15ABOM210822014_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822014_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822014_S1.jpg,paire_exploitable,0.3772509615932459,0,0,1853,1390,1853,1390,2575670,True
FR15ABOM210822014_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822014_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822014_S2.jpg,paire_exploitable,0.3164101319507618,0,0,1697,1273,1697,1273,2160281,True
FR15ABOM210822014_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822014_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822014_S3.jpg,paire_exploitable,0.2983429735549224,0,0,1648,1236,1648,1236,2036928,True
FR15ABOM210822015_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822015_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822015_P1.JPG,paire_exploitable,0.22259487669884,0,0,2295,1721,2295,1721,3949695,True
FR15ABOM210822015_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822015_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822015_P2.JPG,paire_exploitable,0.2197265625,0,0,2280,1710,2280,1710,3898800,True
FR15ABOM210822015_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822015_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822015_S1.jpg,paire_exploitable,0.3516438224343977,0,0,1789,1342,1789,1342,2400838,True
FR15ABOM210822015_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822015_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822015_S2.jpg,paire_exploitable,0.3280113529592436,0,0,1728,1296,1728,1296,2239488,True
FR15ABOM210822015_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822015_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822015_S3.jpg,paire_exploitable,0.3165965845918642,0,0,1698,1273,1698,1273,2161554,True
FR15ABOM210822016_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822016_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822016_P1.JPG,paire_exploitable,0.2262634671846145,0,0,2314,1735,2314,1735,4014790,True
FR15ABOM210822016_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822016_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822016_P2.JPG,paire_exploitable,0.2241495542799226,0,0,2303,1727,2303,1727,3977281,True
FR15ABOM210822016_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822016_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822016_S1.jpg,paire_exploitable,0.347202939419296,0,0,1777,1334,1777,1334,2370518,True
FR15ABOM210822016_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822016_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822016_S2.jpg,paire_exploitable,0.3586225412015664,0,0,1807,1355,1807,1355,2448485,True
FR15ABOM210822016_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/FR15ABOM210822016_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/FR15ABOM210822016_S3.jpg,paire_exploitable,0.3632021285773312,0,0,1818,1364,1818,1364,2479752,True
NoName14_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/NoName14_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName14_P1.JPG,paire_exploitable,0.2209489563495498,0,0,2286,1715,2286,1715,3920490,True
NoName14_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/NoName14_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName14_P2.JPG,paire_exploitable,0.2129374580700311,0,0,2245,1683,2245,1683,3778335,True
NoName14_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/NoName14_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName14_S1.jpg,paire_exploitable,0.3677437809695567,0,0,1830,1372,1830,1372,2510760,True
NoName14_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/NoName14_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName14_S2.jpg,paire_exploitable,0.3330290234846841,0,0,1741,1306,1741,1306,2273746,True
NoName14_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/NoName14_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName14_S3.jpg,paire_exploitable,0.3682129151482298,0,0,1831,1373,1831,1373,2513963,True
NoName15_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/NoName15_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName15_P1.JPG,paire_exploitable,0.224376731301939,0,0,2304,1728,2304,1728,3981312,True
NoName15_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/NoName15_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName15_P2.JPG,paire_exploitable,0.1819614118045937,0,0,2075,1556,2075,1556,3228700,True
NoName15_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/NoName15_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName15_S1.jpg,paire_exploitable,0.3031292260340615,0,0,1661,1246,1661,1246,2069606,True
NoName15_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/NoName15_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName15_S2.jpg,paire_exploitable,0.2087452988525657,0,0,1843,1381,1843,1381,2545183,True
NoName15_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/NoName15_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName15_S3.jpg,paire_exploitable,0.3918428946823795,0,0,1888,1417,1888,1417,2675296,True
NoName3_P1,Bombus_pomorum,male,P1,data/images/orga_widecrop/Bombus_pomorum/male/NoName3_P1.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName3_P1.JPG,paire_exploitable,0.0813248350287732,0,0,680,510,680,510,346800,True
NoName3_P2,Bombus_pomorum,male,P2,data/images/orga_widecrop/Bombus_pomorum/male/NoName3_P2.JPG,data/images/orga_cropping/Bombus_pomorum/male/NoName3_P2.JPG,paire_exploitable,0.091836981627226,0,0,675,506,675,506,341550,True
NoName3_S1,Bombus_pomorum,male,S1,data/images/orga_widecrop/Bombus_pomorum/male/NoName3_S1.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName3_S1.jpg,paire_exploitable,0.3527584372017106,0,0,1792,1344,1792,1344,2408448,True
NoName3_S2,Bombus_pomorum,male,S2,data/images/orga_widecrop/Bombus_pomorum/male/NoName3_S2.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName3_S2.jpg,paire_exploitable,0.3012465377004164,0,0,1656,1242,1656,1242,2056752,True
NoName3_S3,Bombus_pomorum,male,S3,data/images/orga_widecrop/Bombus_pomorum/male/NoName3_S3.jpg,data/images/orga_cropping/Bombus_pomorum/male/NoName3_S3.jpg,paire_exploitable,0.2609159379805494,0,0,1541,1156,1541,1156,1781396,True
FR15ABOM150821068_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_P1.JPG,paire_exploitable,0.2275038954293629,0,0,2320,1740,2320,1740,4036800,True
FR15ABOM150821068_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_P2.JPG,paire_exploitable,0.2334918782101223,0,0,2350,1763,2350,1763,4143050,True
FR15ABOM150821068_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_S1.jpg,paire_exploitable,0.4034772172595094,0,0,1917,1437,1917,1437,2754729,True
FR15ABOM150821068_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_S2.jpg,paire_exploitable,0.3908753329014506,0,0,1886,1415,1886,1415,2668690,True
FR15ABOM150821068_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_S3.jpg,paire_exploitable,0.3382775261879545,0,0,1755,1316,1755,1316,2309580,True
FR15ABOM170821074_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_P1.JPG,paire_exploitable,0.2300935218649007,0,0,2333,1750,2333,1750,4082750,True
FR15ABOM170821074_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_P2.JPG,paire_exploitable,0.2350840898762119,0,0,2358,1769,2358,1769,4171302,True
FR15ABOM170821074_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S1.jpg,paire_exploitable,0.3753533336135737,0,0,1849,1386,1849,1386,2562714,True
FR15ABOM170821074_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S2.jpg,paire_exploitable,0.3746768019959367,0,0,1847,1385,1847,1385,2558095,True
FR15ABOM170821074_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S3.jpg,paire_exploitable,0.3402724083339204,0,0,1760,1320,1760,1320,2323200,True
FR15ABOM170821123_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_P1.JPG,paire_exploitable,0.2261656869481475,0,0,2313,1735,2313,1735,4013055,True
FR15ABOM170821123_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_P2.JPG,paire_exploitable,0.2294037062485572,0,0,2330,1747,2330,1747,4070510,True
FR15ABOM170821123_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S1.jpg,paire_exploitable,0.4173489715298681,0,0,1949,1462,1949,1462,2849438,True
FR15ABOM170821123_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S2.jpg,paire_exploitable,0.4297151902952059,0,0,1977,1484,1977,1484,2933868,True
FR15ABOM170821123_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S3.jpg,paire_exploitable,0.4151393685890427,0,0,1944,1458,1944,1458,2834352,True
FR15ABOM200821004_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_P1.JPG,paire_exploitable,0.2385189658717105,0,0,2375,1782,2375,1782,4232250,True
FR15ABOM200821004_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_P2.JPG,paire_exploitable,0.2379168988595048,0,0,2373,1779,2373,1779,4221567,True
FR15ABOM200821004_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S1.jpg,paire_exploitable,0.4452058456198495,0,0,2013,1510,2013,1510,3039630,True
FR15ABOM200821004_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S2.jpg,paire_exploitable,0.4308747704677178,0,0,1981,1485,1981,1485,2941785,True
FR15ABOM200821004_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S3.jpg,paire_exploitable,0.407839886833646,0,0,1927,1445,1927,1445,2784515,True
FR15ABOM200821014_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_P1.JPG,paire_exploitable,0.2325655865867382,0,0,2346,1759,2346,1759,4126614,True
FR15ABOM200821014_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_P2.JPG,paire_exploitable,0.2324664537706313,0,0,2345,1759,2345,1759,4124855,True
FR15ABOM200821014_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S1.jpg,paire_exploitable,0.3496158387197836,0,0,1784,1338,1784,1338,2386992,True
FR15ABOM200821014_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S2.jpg,paire_exploitable,0.366405071511838,0,0,1826,1370,1826,1370,2501620,True
FR15ABOM200821014_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S3.jpg,paire_exploitable,0.3684140145011235,0,0,1832,1373,1832,1373,2515336,True
FR15ABOM200821035_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_P1.JPG,paire_exploitable,0.234386835071849,0,0,2355,1766,2355,1766,4158930,True
FR15ABOM200821035_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_P2.JPG,paire_exploitable,0.2236955383807998,0,0,2301,1725,2301,1725,3969225,True
FR15ABOM200821035_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S1.jpg,paire_exploitable,0.4008848957395791,0,0,1910,1433,1910,1433,2737030,True
FR15ABOM200821035_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S2.jpg,paire_exploitable,0.3944059227787272,0,0,1895,1421,1895,1421,2692795,True
FR15ABOM200821035_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S3.jpg,paire_exploitable,0.3965597217476281,0,0,1900,1425,1900,1425,2707500,True
FR15ABOM200821126_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_P1.JPG,paire_exploitable,0.2322352190096953,0,0,2344,1758,2344,1758,4120752,True
FR15ABOM200821126_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_P2.JPG,paire_exploitable,0.233922562110457,0,0,2353,1764,2353,1764,4150692,True
FR15ABOM200821126_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S1.jpg,paire_exploitable,0.4180629987296906,0,0,1951,1463,1951,1463,2854313,True
FR15ABOM200821126_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S2.jpg,paire_exploitable,0.3844780885923938,0,0,1871,1403,1871,1403,2625013,True
FR15ABOM200821126_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S3.jpg,paire_exploitable,0.3882550361619991,0,0,1880,1410,1880,1410,2650800,True
FR15ABOM200821202_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_P1.JPG,paire_exploitable,0.2267200755280471,0,0,2316,1737,2316,1737,4022892,True
FR15ABOM200821202_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_P2.JPG,paire_exploitable,0.2319050768625923,0,0,2342,1757,2342,1757,4114894,True
FR15ABOM200821202_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S1.jpg,paire_exploitable,0.4052654802995042,0,0,1921,1441,1921,1441,2768161,True
FR15ABOM200821202_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S2.jpg,paire_exploitable,0.4105253614405685,0,0,1933,1450,1933,1450,2802850,True
FR15ABOM200821202_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S3.jpg,paire_exploitable,0.3696602643910655,0,0,1835,1376,1835,1376,2524960,True
FR15ABOM200821215_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_P1.JPG,paire_exploitable,0.2301921474636426,0,0,2334,1750,2334,1750,4084500,True
FR15ABOM200821215_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_P2.JPG,paire_exploitable,0.2301921474636426,0,0,2334,1750,2334,1750,4084500,True
FR15ABOM200821215_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S1.jpg,paire_exploitable,0.4146412339210228,0,0,1943,1457,1943,1457,2830951,True
FR15ABOM200821215_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S2.jpg,paire_exploitable,0.4217139845778913,0,0,1960,1469,1960,1469,2879240,True
FR15ABOM200821215_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S3.jpg,paire_exploitable,0.4225035888105566,0,0,1961,1471,1961,1471,2884631,True
FR15ABOM200821233_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_P1.JPG,paire_exploitable,0.2351837862671687,0,0,2359,1769,2359,1769,4173071,True
FR15ABOM200821233_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_P2.JPG,paire_exploitable,0.2340551712726512,0,0,2353,1765,2353,1765,4153045,True
FR15ABOM200821233_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S1.jpg,paire_exploitable,0.4281957404139834,0,0,1974,1481,1974,1481,2923494,True
FR15ABOM200821233_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S2.jpg,paire_exploitable,0.4358931733287479,0,0,1992,1494,1992,1494,2976048,True
FR15ABOM200821233_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S3.jpg,paire_exploitable,0.4049522876040045,0,0,1920,1440,1920,1440,2764800,True
FR15ABOM210821043_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_P1.JPG,paire_exploitable,0.2319050768625923,0,0,2342,1757,2342,1757,4114894,True
FR15ABOM210821043_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_P2.JPG,paire_exploitable,0.2303236858336219,0,0,2334,1751,2334,1751,4086834,True
FR15ABOM210821043_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S1.jpg,paire_exploitable,0.4126164684449253,0,0,1939,1454,1939,1454,2819306,True
FR15ABOM210821043_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S2.jpg,paire_exploitable,0.4039686144401053,0,0,1918,1438,1918,1438,2758084,True
FR15ABOM210821043_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S3.jpg,paire_exploitable,0.4037579947245473,0,0,1917,1438,1917,1438,2756646,True
FR15ABOM210821119_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_P1.JPG,paire_exploitable,0.2277327631759291,0,0,2321,1741,2321,1741,4040861,True
FR15ABOM210821119_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_P2.JPG,paire_exploitable,0.2307843519159741,0,0,2336,1753,2336,1753,4095008,True
FR15ABOM210821119_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_S1.jpg,paire_exploitable,0.4066413464077694,0,0,1924,1443,1924,1443,2776332,True
FR15ABOM210821119_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_S2.jpg,paire_exploitable,0.3818793225192754,0,0,1865,1398,1865,1398,2607270,True
