id,espece,role,appareil,chemin_wide,chemin_crop_large,statut,area_ratio
FR15ABOM150821068_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM150821068_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM150821068_S3.jpg,paire_exploitable,0.33827752618795454
FR15ABOM170821074_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_P1.JPG,paire_exploitable,0.23009352186490073
FR15ABOM170821074_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_P2.JPG,paire_exploitable,0.2350840898762119
FR15ABOM170821074_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S1.jpg,paire_exploitable,0.37535333361357376
FR15ABOM170821074_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S2.jpg,paire_exploitable,0.3746768019959367
FR15ABOM170821074_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821074_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821074_S3.jpg,paire_exploitable,0.3402724083339204
FR15ABOM170821123_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_P1.JPG,paire_exploitable,0.2261656869481475
FR15ABOM170821123_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_P2.JPG,paire_exploitable,0.22940370624855724
FR15ABOM170821123_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S1.jpg,paire_exploitable,0.4173489715298681
FR15ABOM170821123_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S2.jpg,paire_exploitable,0.42971519029520594
FR15ABOM170821123_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM170821123_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM170821123_S3.jpg,paire_exploitable,0.4151393685890427
FR15ABOM200821004_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_P1.JPG,paire_exploitable,0.23851896587171054
FR15ABOM200821004_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_P2.JPG,paire_exploitable,0.23791689885950484
FR15ABOM200821004_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S1.jpg,paire_exploitable,0.44520584561984955
FR15ABOM200821004_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S2.jpg,paire_exploitable,0.4308747704677178
FR15ABOM200821004_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821004_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821004_S3.jpg,paire_exploitable,0.407839886833646
FR15ABOM200821014_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_P1.JPG,paire_exploitable,0.23256558658673823
FR15ABOM200821014_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_P2.JPG,paire_exploitable,0.23246645377063135
FR15ABOM200821014_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S1.jpg,paire_exploitable,0.34961583871978363
FR15ABOM200821014_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S2.jpg,paire_exploitable,0.366405071511838
FR15ABOM200821014_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821014_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821014_S3.jpg,paire_exploitable,0.3684140145011235
FR15ABOM200821035_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_P1.JPG,paire_exploitable,0.23438683507184904
FR15ABOM200821035_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_P2.JPG,paire_exploitable,0.22369553838079986
FR15ABOM200821035_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S1.jpg,paire_exploitable,0.40088489573957914
FR15ABOM200821035_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S2.jpg,paire_exploitable,0.39440592277872727
FR15ABOM200821035_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821035_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821035_S3.jpg,paire_exploitable,0.3965597217476281
FR15ABOM200821126_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_P1.JPG,paire_exploitable,0.2322352190096953
FR15ABOM200821126_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_P2.JPG,paire_exploitable,0.23392256211045706
FR15ABOM200821126_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S1.jpg,paire_exploitable,0.41806299872969066
FR15ABOM200821126_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S2.jpg,paire_exploitable,0.38447808859239385
FR15ABOM200821126_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821126_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821126_S3.jpg,paire_exploitable,0.3882550361619991
FR15ABOM200821202_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_P1.JPG,paire_exploitable,0.2267200755280471
FR15ABOM200821202_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_P2.JPG,paire_exploitable,0.23190507686259235
FR15ABOM200821202_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S1.jpg,paire_exploitable,0.4052654802995042
FR15ABOM200821202_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S2.jpg,paire_exploitable,0.41052536144056856
FR15ABOM200821202_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821202_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821202_S3.jpg,paire_exploitable,0.3696602643910655
FR15ABOM200821215_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_P1.JPG,paire_exploitable,0.23019214746364267
FR15ABOM200821215_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_P2.JPG,paire_exploitable,0.23019214746364267
FR15ABOM200821215_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S1.jpg,paire_exploitable,0.41464123392102287
FR15ABOM200821215_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S2.jpg,paire_exploitable,0.4217139845778913
FR15ABOM200821215_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821215_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821215_S3.jpg,paire_exploitable,0.42250358881055666
FR15ABOM200821233_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_P1.JPG,paire_exploitable,0.23518378626716874
FR15ABOM200821233_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_P2.JPG,paire_exploitable,0.2340551712726512
FR15ABOM200821233_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S1.jpg,paire_exploitable,0.42819574041398345
FR15ABOM200821233_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S2.jpg,paire_exploitable,0.43589317332874794
FR15ABOM200821233_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM200821233_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM200821233_S3.jpg,paire_exploitable,0.4049522876040045
FR15ABOM210821043_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_P1.JPG,paire_exploitable,0.23190507686259235
FR15ABOM210821043_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_P2.JPG,paire_exploitable,0.2303236858336219
FR15ABOM210821043_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S1.jpg,paire_exploitable,0.4126164684449253
FR15ABOM210821043_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S2.jpg,paire_exploitable,0.4039686144401053
FR15ABOM210821043_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821043_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821043_S3.jpg,paire_exploitable,0.4037579947245473
FR15ABOM210821119_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_P1.JPG,paire_exploitable,0.22773276317592914
FR15ABOM210821119_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_P2.JPG,paire_exploitable,0.23078435191597416
FR15ABOM210821119_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_S1.jpg,paire_exploitable,0.40664134640776944
FR15ABOM210821119_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_S2.jpg,paire_exploitable,0.3818793225192754
FR15ABOM210821119_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM210821119_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM210821119_S3.jpg,paire_exploitable,0.3899089428574651
FR15ABOM220821055_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM220821055_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM220821055_P1.JPG,paire_exploitable,0.23200409696372923
FR15ABOM220821055_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM220821055_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM220821055_P2.JPG,paire_exploitable,0.23088314658717105
FR15ABOM220821055_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM220821055_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM220821055_S1.jpg,paire_exploitable,0.40833392042236427
FR15ABOM220821055_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM220821055_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM220821055_S2.jpg,paire_exploitable,0.4173489715298681
FR15ABOM220821055_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/FR15ABOM220821055_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15ABOM220821055_S3.jpg,paire_exploitable,0.4063595436729061
FR15_ABOM180720054_P1,Bombus_pomorum,worker,ABOM180720054,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM180720054_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM180720054_P1.JPG,paire_exploitable,0.2333594381203832
FR15_ABOM180720054_P2,Bombus_pomorum,worker,ABOM180720054,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM180720054_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM180720054_P2.JPG,paire_exploitable,0.22525404827086218
FR15_ABOM180720054_S1,Bombus_pomorum,worker,ABOM180720054,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM180720054_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM180720054_S1.jpg,paire_exploitable,0.4032667440110694
FR15_ABOM180720054_S2,Bombus_pomorum,worker,ABOM180720054,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM180720054_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM180720054_S2.jpg,paire_exploitable,0.37305555746776514
FR15_ABOM180720054_S3,Bombus_pomorum,worker,ABOM180720054,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM180720054_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM180720054_S3.jpg,paire_exploitable,0.3467474266825886
FR15_ABOM30072020040_P1,Bombus_pomorum,worker,ABOM30072020040,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020040_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020040_P1.JPG,paire_exploitable,0.2386193949099723
FR15_ABOM30072020040_P2,Bombus_pomorum,worker,ABOM30072020040,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020040_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020040_P2.JPG,paire_exploitable,0.23326013623182132
FR15_ABOM30072020040_S1,Bombus_pomorum,worker,ABOM30072020040,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020040_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020040_S1.jpg,paire_exploitable,0.41613651672778984
FR15_ABOM30072020040_S2,Bombus_pomorum,worker,ABOM30072020040,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020040_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020040_S2.jpg,paire_exploitable,0.40256545945050515
FR15_ABOM30072020040_S3,Bombus_pomorum,worker,ABOM30072020040,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020040_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020040_S3.jpg,paire_exploitable,0.40713464766089813
FR15_ABOM30072020044_P1,Bombus_pomorum,worker,ABOM30072020044,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020044_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020044_P1.JPG,paire_exploitable,0.24022896468144045
FR15_ABOM30072020044_P2,Bombus_pomorum,worker,ABOM30072020044,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020044_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020044_P2.JPG,paire_exploitable,0.2197265625
FR15_ABOM30072020044_S1,Bombus_pomorum,worker,ABOM30072020044,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020044_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020044_S1.jpg,paire_exploitable,0.392257982494543
FR15_ABOM30072020044_S2,Bombus_pomorum,worker,ABOM30072020044,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020044_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020044_S2.jpg,paire_exploitable,0.390599095917068
FR15_ABOM30072020044_S3,Bombus_pomorum,worker,ABOM30072020044,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020044_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020044_S3.jpg,paire_exploitable,0.3763015617349382
FR15_ABOM30072020045_P1,Bombus_pomorum,worker,ABOM30072020045,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020045_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020045_P1.JPG,paire_exploitable,0.2338231475069252
FR15_ABOM30072020045_P2,Bombus_pomorum,worker,ABOM30072020045,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020045_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020045_P2.JPG,paire_exploitable,0.22828906791031855
FR15_ABOM30072020045_S1,Bombus_pomorum,worker,ABOM30072020045,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020045_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020045_S1.jpg,paire_exploitable,0.39440592277872727
FR15_ABOM30072020045_S2,Bombus_pomorum,worker,ABOM30072020045,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020045_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020045_S2.jpg,paire_exploitable,0.40833392042236427
FR15_ABOM30072020045_S3,Bombus_pomorum,worker,ABOM30072020045,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020045_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020045_S3.jpg,paire_exploitable,0.38942618723682604
FR15_ABOM30072020048_P1,Bombus_pomorum,worker,ABOM30072020048,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020048_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020048_P1.JPG,paire_exploitable,0.234619140625
FR15_ABOM30072020048_P2,Bombus_pomorum,worker,ABOM30072020048,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020048_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020048_P2.JPG,paire_exploitable,0.23711532635041552
FR15_ABOM30072020048_S1,Bombus_pomorum,worker,ABOM30072020048,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020048_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020048_S1.jpg,paire_exploitable,0.4388888652914088
FR15_ABOM30072020048_S2,Bombus_pomorum,worker,ABOM30072020048,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020048_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020048_S2.jpg,paire_exploitable,0.42646244854060894
FR15_ABOM30072020048_S3,Bombus_pomorum,worker,ABOM30072020048,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020048_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020048_S3.jpg,paire_exploitable,0.41635035871994186
FR15_ABOM30072020071_P1,Bombus_pomorum,worker,ABOM30072020071,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020071_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020071_P1.JPG,paire_exploitable,0.23279699042012927
FR15_ABOM30072020071_P2,Bombus_pomorum,worker,ABOM30072020071,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020071_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020071_P2.JPG,paire_exploitable,0.2333594381203832
FR15_ABOM30072020071_S1,Bombus_pomorum,worker,ABOM30072020071,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020071_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020071_S1.jpg,paire_exploitable,0.4173489715298681
FR15_ABOM30072020071_S2,Bombus_pomorum,worker,ABOM30072020071,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020071_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020071_S2.jpg,paire_exploitable,0.3798339092176298
FR15_ABOM30072020071_S3,Bombus_pomorum,worker,ABOM30072020071,data/images/orga_widecrop/Bombus_pomorum/worker/FR15_ABOM30072020071_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/FR15_ABOM30072020071_S3.jpg,paire_exploitable,0.35433500925891886
POLLINIS4415_P1,Bombus_pomorum,worker,P1,data/images/orga_widecrop/Bombus_pomorum/worker/POLLINIS4415_P1.JPG,data/images/orga_cropping/Bombus_pomorum/worker/POLLINIS4415_P1.JPG,paire_exploitable,0.1753474083310295
POLLINIS4415_P2,Bombus_pomorum,worker,P2,data/images/orga_widecrop/Bombus_pomorum/worker/POLLINIS4415_P2.JPG,data/images/orga_cropping/Bombus_pomorum/worker/POLLINIS4415_P2.JPG,paire_exploitable,0.13323972038218504
POLLINIS4415_S1,Bombus_pomorum,worker,S1,data/images/orga_widecrop/Bombus_pomorum/worker/POLLINIS4415_S1.jpg,data/images/orga_cropping/Bombus_pomorum/worker/POLLINIS4415_S1.jpg,paire_exploitable,0.40713464766089813
POLLINIS4415_S2,Bombus_pomorum,worker,S2,data/images/orga_widecrop/Bombus_pomorum/worker/POLLINIS4415_S2.jpg,data/images/orga_cropping/Bombus_pomorum/worker/POLLINIS4415_S2.jpg,paire_exploitable,0.381674561488434
POLLINIS4415_S3,Bombus_pomorum,worker,S3,data/images/orga_widecrop/Bombus_pomorum/worker/POLLINIS4415_S3.jpg,data/images/orga_cropping/Bombus_pomorum/worker/POLLINIS4415_S3.jpg,paire_exploitable,0.3570364487816938
2007.0008_P1,Bombus_pratorum,male,P1,data/images/orga_widecrop/Bombus_pratorum/male/2007.0008_P1.JPG,data/images/orga_cropping/Bombus_pratorum/male/2007.0008_P1.JPG,wide_non_crope,1.0
2007.0008_P2,Bombus_pratorum,male,P2,data/images/orga_widecrop/Bombus_pratorum/male/2007.0008_P2.JPG,data/images/orga_cropping/Bombus_pratorum/male/2007.0008_P2.JPG,wide_non_crope,1.0
2007.0008_S1,Bombus_pratorum,male,S1,data/images/orga_widecrop/Bombus_pratorum/male/2007.0008_S1.jpg,data/images/orga_cropping/Bombus_pratorum/male/2007.0008_S1.jpg,wide_non_crope,1.0
2007.0008_S2,Bombus_pratorum,male,S2,data/images/orga_widecrop/Bombus_pratorum/male/2007.0008_S2.jpg,data/images/orga_cropping/Bombus_pratorum/male/2007.0008_S2.jpg,wide_non_crope,1.0
2007.0008_S3,Bombus_pratorum,male,S3,data/images/orga_widecrop/Bombus_pratorum/male/2007.0008_S3.jpg,data/images/orga_cropping/Bombus_pratorum/male/2007.0008_S3.jpg,wide_non_crope,1.0
2013.0265_P1,Bombus_pratorum,male,P1,data/images/orga_widecrop/Bombus_pratorum/male/2013.0265_P1.JPG,data/images/orga_cropping/Bombus_pratorum/male/2013.0265_P1.JPG,wide_non_crope,1.0
2013.0265_P2,Bombus_pratorum,male,P2,data/images/orga_widecrop/Bombus_pratorum/male/2013.0265_P2.JPG,data/images/orga_cropping/Bombus_pratorum/male/2013.0265_P2.JPG,wide_non_crope,1.0
2013.0265_S1,Bombus_pratorum,male,S1,data/images/orga_widecrop/Bombus_pratorum/male/2013.0265_S1.jpg,data/images/orga_cropping/Bombus_pratorum/male/2013.0265_S1.jpg,wide_non_crope,1.0
2013.0265_S2,Bombus_pratorum,male,S2,data/images/orga_widecrop/Bombus_pratorum/male/2013.0265_S2.jpg,data/images/orga_cropping/Bombus_pratorum/male/2013.0265_S2.jpg,wide_non_crope,1.0
