id,name,espece,caste,device
524,CD388408_P2,monticola,worker,P2
525,CD388408_S1,monticola,worker,S1
526,CD388408_S2,monticola,worker,S2
527,CD388408_S3,monticola,worker,S3
528,CD388623b_P1,monticola,worker,P1
529,CD388623b_P2,monticola,worker,P2
530,CD388623b_S1,monticola,worker,S1
531,CD388623b_S2,monticola,worker,S2
532,CD388623b_S3,monticola,worker,S3
533,CD388623c_P1,monticola,worker,P1
534,CD388623c_P2,monticola,worker,P2
535,CD388623c_S1,monticola,worker,S1
536,CD388623c_S2,monticola,worker,S2
537,CD388623c_S3,monticola,worker,S3
538,CD388623d_P1,monticola,worker,P1
539,CD388623d_P2,monticola,worker,P2
540,CD388623d_S1,monticola,worker,S1
541,CD388623d_S2,monticola,worker,S2
542,CD388623d_S3,monticola,worker,S3
543,CollecYvan14_P1,monticola,worker,P1
544,CollecYvan14_P2,monticola,worker,P2
545,CollecYvan14_S1,monticola,worker,S1
546,CollecYvan14_S2,monticola,worker,S2
547,CollecYvan14_S3,monticola,worker,S3
548,CollecYvan15_P1,monticola,worker,P1
549,CollecYvan15_P2,monticola,worker,P2
550,CollecYvan15_S1,monticola,worker,S1
551,CollecYvan15_S2,monticola,worker,S2
552,CollecYvan15_S3,monticola,worker,S3
553,CollecYvan16_P1,monticola,worker,P1
554,CollecYvan16_P2,monticola,worker,P2
555,CollecYvan16_S1,monticola,worker,S1
556,CollecYvan16_S2,monticola,worker,S2
557,CollecYvan16_S3,monticola,worker,S3
558,CollecYvan17_P1,monticola,worker,P1
559,CollecYvan17_P2,monticola,worker,P2
560,CollecYvan17_S1,monticola,worker,S1
561,CollecYvan17_S2,monticola,worker,S2
562,CollecYvan17_S3,monticola,worker,S3
563,CollecYvan18_P1,monticola,worker,P1
564,CollecYvan18_P2,monticola,worker,P2
565,CollecYvan18_S1,monticola,worker,S1
566,CollecYvan18_S2,monticola,worker,S2
567,CollecYvan18_S3,monticola,worker,S3
568,FR04ABOM220722087_P1,monticola,worker,P1
569,FR04ABOM220722087_P2,monticola,worker,P2
570,FR04ABOM220722087_S1,monticola,worker,S1
571,FR04ABOM220722087_S2,monticola,worker,S2
572,FR04ABOM220722087_S3,monticola,worker,S3
573,FR73ABOM120722090_P1,monticola,worker,P1
574,FR73ABOM120722090_P2,monticola,worker,P2
575,FR73ABOM120722090_S1,monticola,worker,S1
576,FR73ABOM120722090_S2,monticola,worker,S2
577,FR73ABOM120722090_S3,monticola,worker,S3
578,FR73ABOM130722001_P1,monticola,worker,P1
579,FR73ABOM130722001_P2,monticola,worker,P2
580,FR73ABOM130722001_S1,monticola,worker,S1
581,FR73ABOM130722001_S2,monticola,worker,S2
582,FR73ABOM130722001_S3,monticola,worker,S3
583,FR73ABOM130722002_P1,monticola,worker,P1
584,FR73ABOM130722002_P2,monticola,worker,P2
585,FR73ABOM130722002_S1,monticola,worker,S1
586,FR73ABOM130722002_S2,monticola,worker,S2
587,FR73ABOM130722002_S3,monticola,worker,S3
588,FR73ABOM140722009_P1,monticola,worker,P1
589,FR73ABOM140722009_P2,monticola,worker,P2
590,FR73ABOM140722009_S1,monticola,worker,S1
591,FR73ABOM140722009_S2,monticola,worker,S2
592,FR73ABOM140722009_S3,monticola,worker,S3
593,FR73ABOM200722032_P1,monticola,worker,P1
594,FR73ABOM200722032_P2,monticola,worker,P2
595,FR73ABOM200722032_S1,monticola,worker,S1
596,FR73ABOM200722032_S2,monticola,worker,S2
597,FR73ABOM200722032_S3,monticola,worker,S3
598,FR74ABOM160722001_P1,monticola,worker,P1
599,FR74ABOM160722001_P2,monticola,worker,P2
600,FR74ABOM160722001_S1,monticola,worker,S1
601,FR74ABOM160722001_S2,monticola,worker,S2
602,FR74ABOM160722001_S3,monticola,worker,S3
603,FR74ABOM160722015_P1,monticola,worker,P1
604,FR74ABOM160722015_P2,monticola,worker,P2
605,FR74ABOM160722015_S1,monticola,worker,S1
606,FR74ABOM160722015_S2,monticola,worker,S2
607,FR74ABOM160722015_S3,monticola,worker,S3
608,FR74ABOM170722014_P1,monticola,worker,P1
609,FR74ABOM170722014_P2,monticola,worker,P2
610,FR74ABOM170722014_S1,monticola,worker,S1
611,FR74ABOM170722014_S2,monticola,worker,S2
612,FR74ABOM170722014_S3,monticola,worker,S3
613,Polset_1_P1,monticola,worker,P1
614,Polset_1_P2,monticola,worker,P2
615,Polset_1_S1,monticola,worker,S1
616,Polset_1_S2,monticola,worker,S2
617,Polset_1_S3,monticola,worker,S3
618,15L2021-1748_P1,pomorum,male,P1
619,15L2021-1748_P2,pomorum,male,P2
620,15L2021-1748_S1,pomorum,male,S1
621,15L2021-1748_S2,pomorum,male,S2
622,15L2021-1748_S3,pomorum,male,S3
623,ABAURA8885_P1,pomorum,male,P1
624,ABAURA8885_P2,pomorum,male,P2
625,ABAURA8885_S1,pomorum,male,S1
626,ABAURA8885_S2,pomorum,male,S2
627,ABAURA8885_S3,pomorum,male,S3
628,FR15ABOM150720008_P1,pomorum,male,P1
629,FR15ABOM150720008_P2,pomorum,male,P2
630,FR15ABOM150720008_S1,pomorum,male,S1
631,FR15ABOM150720008_S2,pomorum,male,S2
632,FR15ABOM150720008_S3,pomorum,male,S3
633,FR15ABOM170821030_P1,pomorum,male,P1
634,FR15ABOM170821030_P2,pomorum,male,P2
635,FR15ABOM170821030_S1,pomorum,male,S1
636,FR15ABOM170821030_S2,pomorum,male,S2
637,FR15ABOM170821030_S3,pomorum,male,S3
638,FR15ABOM170821030b_P1,pomorum,male,P1
639,FR15ABOM170821030b_P2,pomorum,male,P2
640,FR15ABOM170821030b_S1,pomorum,male,S1
641,FR15ABOM170821030b_S2,pomorum,male,S2
642,FR15ABOM170821030b_S3,pomorum,male,S3
643,FR15ABOM200821005_P1,pomorum,male,P1
644,FR15ABOM200821005_P2,pomorum,male,P2
645,FR15ABOM200821005_S1,pomorum,male,S1
646,FR15ABOM200821005_S2,pomorum,male,S2
647,FR15ABOM200821005_S3,pomorum,male,S3
648,FR15ABOM200821010_P1,pomorum,male,P1
649,FR15ABOM200821010_P2,pomorum,male,P2
650,FR15ABOM200821010_S1,pomorum,male,S1
651,FR15ABOM200821010_S2,pomorum,male,S2
652,FR15ABOM200821010_S3,pomorum,male,S3
653,FR15ABOM200821209_P1,pomorum,male,P1
654,FR15ABOM200821209_P2,pomorum,male,P2
655,FR15ABOM200821209_S1,pomorum,male,S1
656,FR15ABOM200821209_S2,pomorum,male,S2
657,FR15ABOM200821209_S3,pomorum,male,S3
658,FR15ABOM210821014_P1,pomorum,male,P1
659,FR15ABOM210821014_P2,pomorum,male,P2
660,FR15ABOM210821014_S1,pomorum,male,S1
661,FR15ABOM210821014_S2,pomorum,male,S2
662,FR15ABOM210821014_S3,pomorum,male,S3
663,FR15ABOM210821048_P1,pomorum,male,P1
664,FR15ABOM210821048_P2,pomorum,male,P2
665,FR15ABOM210821048_S1,pomorum,male,S1
666,FR15ABOM210821048_S2,pomorum,male,S2
667,FR15ABOM210821048_S3,pomorum,male,S3
668,FR15ABOM210821100_P1,pomorum,male,P1
669,FR15ABOM210821100_P2,pomorum,male,P2
670,FR15ABOM210821100_S1,pomorum,male,S1
671,FR15ABOM210821100_S2,pomorum,male,S2
672,FR15ABOM210821100_S3,pomorum,male,S3
673,FR15ABOM210821107_P1,pomorum,male,P1
674,FR15ABOM210821107_P2,pomorum,male,P2
675,FR15ABOM210821107_S1,pomorum,male,S1
676,FR15ABOM210821107_S2,pomorum,male,S2
677,FR15ABOM210821107_S3,pomorum,male,S3
678,FR15ABOM210821110_P1,pomorum,male,P1
679,FR15ABOM210821110_P2,pomorum,male,P2
680,FR15ABOM210821110_S1,pomorum,male,S1
681,FR15ABOM210821110_S2,pomorum,male,S2
682,FR15ABOM210821110_S3,pomorum,male,S3
683,FR15ABOM210821115_P1,pomorum,male,P1
684,FR15ABOM210821115_P2,pomorum,male,P2
685,FR15ABOM210821115_S1,pomorum,male,S1
686,FR15ABOM210821115_S2,pomorum,male,S2
687,FR15ABOM210821115_S3,pomorum,male,S3
688,FR15ABOM210822012_P1,pomorum,male,P1
689,FR15ABOM210822012_P2,pomorum,male,P2
690,FR15ABOM210822012_S1,pomorum,male,S1
691,FR15ABOM210822012_S2,pomorum,male,S2
692,FR15ABOM210822012_S3,pomorum,male,S3
693,FR15ABOM210822013_P1,pomorum,male,P1
694,FR15ABOM210822013_P2,pomorum,male,P2
695,FR15ABOM210822013_S1,pomorum,male,S1
696,FR15ABOM210822013_S2,pomorum,male,S2
697,FR15ABOM210822013_S3,pomorum,male,S3
698,FR15ABOM210822014_P1,pomorum,male,P1
699,FR15ABOM210822014_P2,pomorum,male,P2
700,FR15ABOM210822014_S1,pomorum,male,S1
701,FR15ABOM210822014_S2,pomorum,male,S2
702,FR15ABOM210822014_S3,pomorum,male,S3
703,FR15ABOM210822015_P1,pomorum,male,P1
704,FR15ABOM210822015_P2,pomorum,male,P2
705,FR15ABOM210822015_S1,pomorum,male,S1
706,FR15ABOM210822015_S2,pomorum,male,S2
707,FR15ABOM210822015_S3,pomorum,male,S3
708,FR15ABOM210822016_P1,pomorum,male,P1
709,FR15ABOM210822016_P2,pomorum,male,P2
710,FR15ABOM210822016_S1,pomorum,male,S1
711,FR15ABOM210822016_S2,pomorum,male,S2
712,FR15ABOM210822016_S3,pomorum,male,S3
713,NoName14_P1,pomorum,male,P1
714,NoName14_P2,pomorum,male,P2
715,NoName14_S1,pomorum,male,S1
716,NoName14_S2,pomorum,male,S2
717,NoName14_S3,pomorum,male,S3
718,NoName15_P1,pomorum,male,P1
719,NoName15_P2,pomorum,male,P2
720,NoName15_S1,pomorum,male,S1
721,NoName15_S2,pomorum,male,S2
722,NoName15_S3,pomorum,male,S3
723,NoName3_P1,pomorum,male,P1
724,NoName3_P2,pomorum,male,P2
725,NoName3_S1,pomorum,male,S1
726,NoName3_S2,pomorum,male,S2
727,NoName3_S3,pomorum,male,S3
728,FR15ABOM100721047_P1,pomorum,queen,P1
729,FR15ABOM100721047_P2,pomorum,queen,P2
730,FR15ABOM100721047_S1,pomorum,queen,S1
731,FR15ABOM100721047_S2,pomorum,queen,S2
732,FR15ABOM100721047_S3,pomorum,queen,S3
733,FR15_ABOM180720054_P1,pomorum,worker,P1
734,FR15_ABOM180720054_P2,pomorum,worker,P2
735,FR15_ABOM180720054_S1,pomorum,worker,S1
736,FR15_ABOM180720054_S2,pomorum,worker,S2
737,FR15_ABOM180720054_S3,pomorum,worker,S3
738,FR15_ABOM30072020040_P1,pomorum,worker,P1
739,FR15_ABOM30072020040_P2,pomorum,worker,P2
740,FR15_ABOM30072020040_S1,pomorum,worker,S1
741,FR15_ABOM30072020040_S2,pomorum,worker,S2
742,FR15_ABOM30072020040_S3,pomorum,worker,S3
743,FR15_ABOM30072020044_P1,pomorum,worker,P1
744,FR15_ABOM30072020044_P2,pomorum,worker,P2
745,FR15_ABOM30072020044_S1,pomorum,worker,S1
746,FR15_ABOM30072020044_S2,pomorum,worker,S2
747,FR15_ABOM30072020044_S3,pomorum,worker,S3
748,FR15_ABOM30072020045_P1,pomorum,worker,P1
749,FR15_ABOM30072020045_P2,pomorum,worker,P2
750,FR15_ABOM30072020045_S1,pomorum,worker,S1
751,FR15_ABOM30072020045_S2,pomorum,worker,S2
752,FR15_ABOM30072020045_S3,pomorum,worker,S3
753,FR15_ABOM30072020048_P1,pomorum,worker,P1
754,FR15_ABOM30072020048_P2,pomorum,worker,P2
755,FR15_ABOM30072020048_S1,pomorum,worker,S1
756,FR15_ABOM30072020048_S2,pomorum,worker,S2
757,FR15_ABOM30072020048_S3,pomorum,worker,S3
758,FR15_ABOM30072020071_P1,pomorum,worker,P1
759,FR15_ABOM30072020071_P2,pomorum,worker,P2
760,FR15_ABOM30072020071_S1,pomorum,worker,S1
761,FR15_ABOM30072020071_S2,pomorum,worker,S2
762,FR15_ABOM30072020071_S3,pomorum,worker,S3
763,FR15ABOM150821068_P1,pomorum,worker,P1
764,FR15ABOM150821068_P2,pomorum,worker,P2
765,FR15ABOM150821068_S1,pomorum,worker,S1
766,FR15ABOM150821068_S2,pomorum,worker,S2
767,FR15ABOM150821068_S3,pomorum,worker,S3
768,FR15ABOM170821074_P1,pomorum,worker,P1
769,FR15ABOM170821074_P2,pomorum,worker,P2
770,FR15ABOM170821074_S1,pomorum,worker,S1
771,FR15ABOM170821074_S2,pomorum,worker,S2
772,FR15ABOM170821074_S3,pomorum,worker,S3
773,FR15ABOM170821123_P1,pomorum,worker,P1
774,FR15ABOM170821123_P2,pomorum,worker,P2
775,FR15ABOM170821123_S1,pomorum,worker,S1
776,FR15ABOM170821123_S2,pomorum,worker,S2
777,FR15ABOM170821123_S3,pomorum,worker,S3
778,FR15ABOM200821004_P1,pomorum,worker,P1
779,FR15ABOM200821004_P2,pomorum,worker,P2
780,FR15ABOM200821004_S1,pomorum,worker,S1
781,FR15ABOM200821004_S2,pomorum,worker,S2
782,FR15ABOM200821004_S3,pomorum,worker,S3
783,FR15ABOM200821014_P1,pomorum,worker,P1
784,FR15ABOM200821014_P2,pomorum,worker,P2
785,FR15ABOM200821014_S1,pomorum,worker,S1
786,FR15ABOM200821014_S2,pomorum,worker,S2
787,FR15ABOM200821014_S3,pomorum,worker,S3
788,FR15ABOM200821035_P1,pomorum,worker,P1
789,FR15ABOM200821035_P2,pomorum,worker,P2
790,FR15ABOM200821035_S1,pomorum,worker,S1
791,FR15ABOM200821035_S2,pomorum,worker,S2
792,FR15ABOM200821035_S3,pomorum,worker,S3
793,FR15ABOM200821126_P1,pomorum,worker,P1
794,FR15ABOM200821126_P2,pomorum,worker,P2
795,FR15ABOM200821126_S1,pomorum,worker,S1
796,FR15ABOM200821126_S2,pomorum,worker,S2
797,FR15ABOM200821126_S3,pomorum,worker,S3
798,FR15ABOM200821202_P1,pomorum,worker,P1
799,FR15ABOM200821202_P2,pomorum,worker,P2
800,FR15ABOM200821202_S1,pomorum,worker,S1
801,FR15ABOM200821202_S2,pomorum,worker,S2
802,FR15ABOM200821202_S3,pomorum,worker,S3
803,FR15ABOM200821215_P1,pomorum,worker,P1
804,FR15ABOM200821215_P2,pomorum,worker,P2
805,FR15ABOM200821215_S1,pomorum,worker,S1
806,FR15ABOM200821215_S2,pomorum,worker,S2
807,FR15ABOM200821215_S3,pomorum,worker,S3
808,FR15ABOM200821233_P1,pomorum,worker,P1
809,FR15ABOM200821233_P2,pomorum,worker,P2
810,FR15ABOM200821233_S1,pomorum,worker,S1
811,FR15ABOM200821233_S2,pomorum,worker,S2
812,FR15ABOM200821233_S3,pomorum,worker,S3
813,FR15ABOM210821043_P1,pomorum,worker,P1
814,FR15ABOM210821043_P2,pomorum,worker,P2
815,FR15ABOM210821043_S1,pomorum,worker,S1
816,FR15ABOM210821043_S2,pomorum,worker,S2
817,FR15ABOM210821043_S3,pomorum,worker,S3
818,FR15ABOM210821119_P1,pomorum,worker,P1
819,FR15ABOM210821119_P2,pomorum,worker,P2
820,FR15ABOM210821119_S1,pomorum,worker,S1
821,FR15ABOM210821119_S2,pomorum,worker,S2
822,FR15ABOM210821119_S3,pomorum,worker,S3
823,FR15ABOM220821055_P1,pomorum,worker,P1
824,FR15ABOM220821055_P2,pomorum,worker,P2
825,FR15ABOM220821055_S1,pomorum,worker,S1
826,FR15ABOM220821055_S2,pomorum,worker,S2
827,FR15ABOM220821055_S3,pomorum,worker,S3
828,OPPO.7362_P1,pomorum,worker,P1
829,OPPO.7362_P2,pomorum,worker,P2
830,OPPO.7362_S1,pomorum,worker,S1
831,OPPO.7362_S2,pomorum,worker,S2
832,OPPO.7362_S3,pomorum,worker,S3
833,POLLINIS4415_P1,pomorum,worker,P1
834,POLLINIS4415_P2,pomorum,worker,P2
835,POLLINIS4415_S1,pomorum,worker,S1
836,POLLINIS4415_S2,pomorum,worker,S2
837,POLLINIS4415_S3,pomorum,worker,S3
838,2007.0008_P1,pratorum,male,P1
839,2007.0008_P2,pratorum,male,P2
840,2007.0008_S1,pratorum,male,S1
841,2007.0008_S2,pratorum,male,S2
842,2007.0008_S3,pratorum,male,S3
843,2013.0265_P1,pratorum,male,P1
844,2013.0265_P2,pratorum,male,P2
845,2013.0265_S1,pratorum,male,S1
846,2013.0265_S2,pratorum,male,S2
847,2013.0265_S3,pratorum,male,S3
848,2019.02059_P1,pratorum,male,P1
849,2019.02059_P2,pratorum,male,P2
850,2019.02059_S1,pratorum,male,S1
851,2019.02059_S2,pratorum,male,S2
852,2019.02059_S3,pratorum,male,S3
853,2019.02073_P1,pratorum,male,P1
854,2019.02073_P2,pratorum,male,P2
855,2019.02073_S1,pratorum,male,S1
856,2019.02073_S2,pratorum,male,S2
857,2019.02073_S3,pratorum,male,S3
858,2019.02080_P1,pratorum,male,P1
859,2019.02080_P2,pratorum,male,P2
860,2019.02080_S1,pratorum,male,S1
861,2019.02080_S2,pratorum,male,S2
862,2019.02080_S3,pratorum,male,S3
863,2019.02175_P1,pratorum,male,P1
864,2019.02175_P2,pratorum,male,P2
865,2019.02175_S1,pratorum,male,S1
866,2019.02175_S2,pratorum,male,S2
867,2019.02175_S3,pratorum,male,S3
868,2020.00301_P1,pratorum,male,P1
869,2020.00301_P2,pratorum,male,P2
870,2020.00301_S1,pratorum,male,S1
871,2020.00301_S2,pratorum,male,S2
872,2020.00301_S3,pratorum,male,S3
873,2020.03926_P1,pratorum,male,P1
874,2020.03926_P2,pratorum,male,P2
875,2020.03926_S1,pratorum,male,S1
876,2020.03926_S2,pratorum,male,S2
877,2020.03926_S3,pratorum,male,S3
878,ABAURA8233_P1,pratorum,male,P1
879,ABAURA8233_P2,pratorum,male,P2
880,ABAURA8233_S1,pratorum,male,S1
881,ABAURA8233_S2,pratorum,male,S2
882,ABAURA8233_S3,pratorum,male,S3
883,ABAURA8238_P1,pratorum,male,P1
884,ABAURA8238_P2,pratorum,male,P2
885,ABAURA8238_S2,pratorum,male,S2
886,ABAURA8238_S3,pratorum,male,S3
887,ABAURA8607_P1,pratorum,male,P1
888,ABAURA8607_P2,pratorum,male,P2
889,ABAURA8607_S1,pratorum,male,S1
890,ABAURA8607_S2,pratorum,male,S2
891,ABAURA8607_S3,pratorum,male,S3
892,ABAURA8747_P1,pratorum,male,P1
893,ABAURA8747_P2,pratorum,male,P2
894,ABAURA8747_S1,pratorum,male,S1
895,ABAURA8747_S2,pratorum,male,S2
896,ABAURA8747_S3,pratorum,male,S3
897,ABAURA8764_P1,pratorum,male,P1
898,ABAURA8764_P2,pratorum,male,P2
899,ABAURA8764_S1,pratorum,male,S1
900,ABAURA8764_S2,pratorum,male,S2
901,ABAURA8764_S3,pratorum,male,S3
902,AGR.2016.1415_P1,pratorum,male,P1
903,AGR.2016.1415_P2,pratorum,male,P2
904,AGR.2016.1415_S1,pratorum,male,S1
905,AGR.2016.1415_S2,pratorum,male,S2
906,AGR.2016.1415_S3,pratorum,male,S3
907,CD388229_P1,pratorum,male,P1
908,CD388229_P2,pratorum,male,P2
909,CD388229_S1,pratorum,male,S1
910,CD388229_S2,pratorum,male,S2
911,CD388229_S3,pratorum,male,S3
912,CD388230_P1,pratorum,male,P1
913,CD388230_P2,pratorum,male,P2
914,CD388230_S1,pratorum,male,S1
915,CD388230_S2,pratorum,male,S2
916,CD388230_S3,pratorum,male,S3
917,CD388230b_P1,pratorum,male,P1
918,CD388230b_P2,pratorum,male,P2
919,CD388230b_S1,pratorum,male,S1
920,CD388230b_S2,pratorum,male,S2
921,CD388230b_S3,pratorum,male,S3
922,CD388861_P1,pratorum,male,P1
923,CD388861_P2,pratorum,male,P2
924,CD388861_S1,pratorum,male,S1
925,CD388861_S2,pratorum,male,S2
926,CD388861_S3,pratorum,male,S3
927,N126_P1,pratorum,male,P1
928,N126_P2,pratorum,male,P2
929,N126_P3,pratorum,male,P3
930,N126_P4,pratorum,male,P4
931,N126_P5,pratorum,male,P5
932,N126_S1,pratorum,male,S1
933,N126_S2,pratorum,male,S2
934,N126_S3,pratorum,male,S3
935,N126_S4,pratorum,male,S4
936,N126_S5,pratorum,male,S5
937,N384_P1,pratorum,male,P1
938,N384_P2,pratorum,male,P2
939,N384_P3,pratorum,male,P3
940,N384_P4,pratorum,male,P4
941,N384_P5,pratorum,male,P5
942,N384_S1,pratorum,male,S1
943,N384_S2,pratorum,male,S2
944,N384_S3,pratorum,male,S3
945,N384_S4,pratorum,male,S4
946,N384_S5,pratorum,male,S5
947,N385_P1,pratorum,male,P1
948,N385_P2,pratorum,male,P2
949,N385_P3,pratorum,male,P3
950,N385_P4,pratorum,male,P4
951,N385_P5,pratorum,male,P5
952,N385_S1,pratorum,male,S1
953,N385_S2,pratorum,male,S2
954,N385_S3,pratorum,male,S3
955,N385_S4,pratorum,male,S4
956,N385_S5,pratorum,male,S5
957,N628_P1,pratorum,male,P1
958,N628_P2,pratorum,male,P2
959,N628_P3,pratorum,male,P3
960,N628_P4,pratorum,male,P4
961,N628_P5,pratorum,male,P5
962,N628_S1,pratorum,male,S1
963,N628_S2,pratorum,male,S2
964,N628_S3,pratorum,male,S3
965,N628_S4,pratorum,male,S4
966,N628_S5,pratorum,male,S5
967,N815_P1,pratorum,male,P1
968,N815_P2,pratorum,male,P2
969,N815_P3,pratorum,male,P3
970,N815_P4,pratorum,male,P4
971,N815_P5,pratorum,male,P5
972,N815_S1,pratorum,male,S1
973,N815_S2,pratorum,male,S2
974,N815_S3,pratorum,male,S3
975,N815_S4,pratorum,male,S4
976,N815_S5,pratorum,male,S5
977,POLLINIS4351_P1,pratorum,male,P1
978,POLLINIS4351_P2,pratorum,male,P2
979,POLLINIS4351_S1,pratorum,male,S1
980,POLLINIS4351_S2,pratorum,male,S2
981,POLLINIS4351_S3,pratorum,male,S3
982,2019.01788_P1,pratorum,queen,P1
983,2019.01788_P2,pratorum,queen,P2
984,2019.01788_S1,pratorum,queen,S1
985,2019.01788_S2,pratorum,queen,S2
986,2019.01788_S3,pratorum,queen,S3
987,2019.02118_P1,pratorum,queen,P1
988,2019.02118_P2,pratorum,queen,P2
989,2019.02118_S1,pratorum,queen,S1
990,2019.02118_S2,pratorum,queen,S2
991,2019.02118_S3,pratorum,queen,S3
992,2019.02184_P1,pratorum,queen,P1
993,2019.02184_P2,pratorum,queen,P2
994,2019.02184_S1,pratorum,queen,S1
995,2019.02184_S2,pratorum,queen,S2
996,2019.02184_S3,pratorum,queen,S3
997,ABAURA5103_P1,pratorum,queen,P1
998,ABAURA5103_P2,pratorum,queen,P2
999,ABAURA5103_S1,pratorum,queen,S1
1000,ABAURA5103_S2,pratorum,queen,S2
1001,ABAURA5103_S3,pratorum,queen,S3
1002,ABAURA57210_P1,pratorum,queen,P1
1003,ABAURA57210_P2,pratorum,queen,P2
1004,ABAURA57210_S1,pratorum,queen,S1
1005,ABAURA57210_S2,pratorum,queen,S2
1006,ABAURA57210_S3,pratorum,queen,S3
1007,ABAURA7155_P1,pratorum,queen,P1
1008,ABAURA7155_P2,pratorum,queen,P2
1009,ABAURA7155_S1,pratorum,queen,S1
1010,ABAURA7155_S3,pratorum,queen,S3
1011,ABAURA8201_P1,pratorum,queen,P1
1012,ABAURA8201_P2,pratorum,queen,P2
1013,ABAURA8201_S1,pratorum,queen,S1
1014,ABAURA8201_S2,pratorum,queen,S2
1015,ABAURA8201_S3,pratorum,queen,S3
1016,D264520_P1,pratorum,queen,P1
1017,D264520_P2,pratorum,queen,P2
1018,D264520_S1,pratorum,queen,S1
1019,D264520_S2,pratorum,queen,S2
1020,D264520_S3,pratorum,queen,S3
1021,NoName1_P1,pratorum,queen,P1
1022,NoName1_P2,pratorum,queen,P2
1023,NoName1_S1,pratorum,queen,S1
1024,NoName1_S2,pratorum,queen,S2
1025,NoName1_S3,pratorum,queen,S3
1026,2019.00316_P1,pratorum,worker,P1
1027,2019.00316_P2,pratorum,worker,P2
1028,2019.00316_S1,pratorum,worker,S1
1029,2019.00316_S2,pratorum,worker,S2
1030,2019.00316_S3,pratorum,worker,S3
1031,2019.02167_P1,pratorum,worker,P1
1032,2019.02167_P2,pratorum,worker,P2
1033,2019.02167_S1,pratorum,worker,S1
1034,2019.02167_S2,pratorum,worker,S2
1035,2019.02167_S3,pratorum,worker,S3
1036,2019.02188_P1,pratorum,worker,P1
1037,2019.02188_P2,pratorum,worker,P2
1038,2019.02188_S1,pratorum,worker,S1
1039,2019.02188_S2,pratorum,worker,S2
1040,2019.02188_S3,pratorum,worker,S3
1041,ABAURA4898_P1,pratorum,worker,P1
1042,ABAURA4898_P2,pratorum,worker,P2
1043,ABAURA4898_S1,pratorum,worker,S1
1044,ABAURA4898_S2,pratorum,worker,S2
1045,ABAURA4898_S3,pratorum,worker,S3
1046,ABAURA4926_P1,pratorum,worker,P1
1047,ABAURA4926_P2,pratorum,worker,P2
1048,ABAURA4926_S1,pratorum,worker,S1
1049,ABAURA4926_S2,pratorum,worker,S2
1050,ABAURA4926_S3,pratorum,worker,S3
1051,ABAURA7153_P1,pratorum,worker,P1
1052,ABAURA7153_P2,pratorum,worker,P2
1053,ABAURA7153_S1,pratorum,worker,S1
1054,ABAURA7153_S2,pratorum,worker,S2
1055,ABAURA7153_S3,pratorum,worker,S3
1056,ABAURA7548_P1,pratorum,worker,P1
1057,ABAURA7548_P2,pratorum,worker,P2
1058,ABAURA7548_S1,pratorum,worker,S1
1059,ABAURA7548_S2,pratorum,worker,S2
1060,ABAURA7548_S3,pratorum,worker,S3
1061,ABAURA8228_P1,pratorum,worker,P1
1062,ABAURA8228_P2,pratorum,worker,P2
1063,ABAURA8228_S1,pratorum,worker,S1
1064,ABAURA8228_S2,pratorum,worker,S2
1065,ABAURA8228_S3,pratorum,worker,S3
1066,ABAURA8239_P1,pratorum,worker,P1
1067,ABAURA8239_P2,pratorum,worker,P2
1068,ABAURA8239_S1,pratorum,worker,S1
1069,ABAURA8239_S2,pratorum,worker,S2
1070,ABAURA8239_S3,pratorum,worker,S3
1071,ABAURA8239b_P1,pratorum,worker,P1
1072,ABAURA8239b_P2,pratorum,worker,P2
1073,ABAURA8239b_S1,pratorum,worker,S1
1074,ABAURA8239b_S2,pratorum,worker,S2
1075,ABAURA8239b_S3,pratorum,worker,S3
1076,ABAURA8240_P1,pratorum,worker,P1
1077,ABAURA8240_P2,pratorum,worker,P2
1078,ABAURA8240_S1,pratorum,worker,S1
1079,ABAURA8240_S2,pratorum,worker,S2
1080,ABAURA8240_S3,pratorum,worker,S3
1081,ABAURA8240b_P1,pratorum,worker,P1
1082,ABAURA8240b_P2,pratorum,worker,P2
1083,ABAURA8240b_S1,pratorum,worker,S1
1084,ABAURA8240b_S3,pratorum,worker,S3
1085,ABAURA8240c_P1,pratorum,worker,P1
1086,ABAURA8240c_P2,pratorum,worker,P2
1087,ABAURA8240c_S1,pratorum,worker,S1
1088,ABAURA8240c_S2,pratorum,worker,S2
1089,ABAURA8240c_S3,pratorum,worker,S3
1090,ABB.2017.20260_P1,pratorum,worker,P1
1091,ABB.2017.20260_P2,pratorum,worker,P2
1092,ABB.2017.20260_S1,pratorum,worker,S1
1093,ABB.2017.20260_S2,pratorum,worker,S2
1094,ABB.2017.20260_S3,pratorum,worker,S3
1095,CD387770_P1,pratorum,worker,P1
1096,CD387770_P2,pratorum,worker,P2
1097,CD387770_S1,pratorum,worker,S1
1098,CD387770_S2,pratorum,worker,S2
1099,CD387770_S3,pratorum,worker,S3
1100,CD388769_P1,pratorum,worker,P1
1101,CD388769_P2,pratorum,worker,P2
1102,CD388769_S1,pratorum,worker,S1
1103,CD388769_S2,pratorum,worker,S2
1104,CD388769_S3,pratorum,worker,S3
1105,CEN187839_P1,pratorum,worker,P1
1106,CEN187839_P2,pratorum,worker,P2
1107,CEN187839_S1,pratorum,worker,S1
1108,CEN187839_S2,pratorum,worker,S2
