image_id,specimen_id,crop_path,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18
63b62392223dee89,ABAURA8885e,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA8885e-P1.jpg,91.7202,96.5738,99.8596,104.1791,176.2312,61.1969,197.2798,42.7499,225.7171,38.8299,244.0639,56.9261,280.6072,59.6278,296.3188,58.1096,363.651,39.0782,315.4332,98.8392,304.7086,102.1584,266.2812,131.0466,200.6168,141.1548,195.3798,161.0359,101.4108,120.8746,195.7127,112.7508,230.3043,86.9482,270.7171,87.5482,210.9733,68.8853
558ee31b272a3e7b,FR73ABOM130722004,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722004-P1.jpg,82.6619,108.4937,85.0989,113.8269,176.8175,68.139,192.2405,52.7555,230.1677,44.5397,247.5667,63.7657,278.8221,66.4902,302.6009,62.4607,374.8546,40.3385,323.5898,103.1656,314.0414,106.4725,277.8895,140.831,191.3885,146.7329,184.9813,168.8339,83.64,133.5001,185.6827,117.2178,231.7664,95.7162,271.7638,93.6125,210.8945,76.1875
b710721f6a29fdfc,FR73ABOM120722118,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722118-P1.jpg,81.2373,101.8892,83.5148,107.1674,173.3163,68.0401,189.4823,51.0395,222.6311,47.5381,240.5423,64.5635,271.123,68.1683,306.0363,64.2032,369.9912,46.6171,318.4719,103.8466,306.1147,106.6511,273.7882,141.0946,183.9518,141.3109,176.7007,163.5084,80.6399,125.3318,177.863,113.9706,221.8571,92.6494,260.3916,95.2725,208.3816,76.454
efa6e0c1b3e3d432,D264520,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/D264520-P1.jpg,104.8717,101.1083,114.8568,112.0637,219.1912,60.3831,236.2719,42.114,276.171,34.388,296.1924,57.9076,336.4514,61.4461,362.0672,59.0118,444.8168,35.41,386.068,106.567,374.9416,110.1464,334.5178,151.7182,238.3176,156.4216,227.808,179.3117,114.0237,136.2537,229.1657,121.2761,279.6773,93.8781,329.4586,93.8886,253.1877,68.9554
c7dd3329937bb890,POLLINIS4981,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/POLLINIS4981-P1.jpg,93.8961,92.4723,99.4815,100.6249,183.2312,57.5705,197.3199,44.0823,234.2253,40.2501,252.2264,60.1413,283.2135,64.2246,306.2674,62.4035,376.8169,45.4863,324.9671,104.1251,311.0921,107.2838,277.1149,136.4372,193.0705,138.1494,185.7171,159.8141,96.848,116.6459,190.2138,109.3848,235.5039,89.6504,272.3141,90.4092,215.2261,68.5643
73f2852198ce4133,FR73ABOM130722002,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722002-P1.jpg,81.3329,98.1446,86.0403,104.356,176.5622,63.2964,191.0789,48.4738,228.3699,44.4895,242.9243,63.6054,272.4279,68.3803,298.6661,65.6443,370.5842,47.4454,318.5242,105.6787,307.8796,107.8657,277.3074,140.6396,184.8278,140.7798,177.685,163.3311,84.0639,124.4297,179.4545,112.5202,225.3759,92.484,262.3527,94.4449,208.5631,72.7896
02f4b620e0055337,NoName1,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/NoName1-P1.jpg,94.7475,79.1289,99.4808,87.1064,186.8302,51.5608,202.5411,39.3084,235.5741,36.8848,250.9491,57.9564,284.7877,66.5736,304.0569,65.16,372.3721,53.2106,319.4656,105.6541,309.9318,107.7409,274.5824,135.3091,195.5248,132.7845,185.8229,151.5334,96.6609,105.3507,192.0335,103.9035,233.5933,85.5921,272.5347,88.285,215.3649,63.3422
b99150fc19c8ee25,FR73ABOM140722001,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722001-P1.jpg,67.9889,86.9964,72.5763,94.1735,167.1254,56.3219,182.1892,42.2866,221.324,40.2855,236.6438,58.9583,265.8407,64.8311,297.6926,62.1692,372.9327,48.1315,308.2203,103.5553,296.1418,105.4143,261.6141,135.5932,173.1135,132.936,163.8888,156.1425,70.9161,111.9772,167.6989,104.7745,214.5983,87.2698,254.2345,90.105,198.8423,66.9904
76910c01f9865c01,CD388612,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388612-P1.jpg,97.1927,88.4824,101.8985,97.0373,192.3419,57.2132,209.334,43.4677,245.7749,42.084,261.1282,61.8794,287.5876,66.6973,313.714,62.794,380.2657,47.1667,329.8444,102.9384,318.239,104.8345,285.8234,135.1774,201.1695,135.4803,194.714,157.5595,102.5093,113.0257,197.0887,105.0678,243.2336,90.2152,276.8145,90.3958,224.9647,70.5305
8ac42ce0aa2a2376,2020.00449,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2020.00449-P1.jpg,116.5319,96.4285,120.3942,104.371,204.4597,65.2646,218.3031,52.7258,251.0507,51.9569,267.1717,70.5138,293.6334,73.4994,319.7356,71.5749,382.5204,55.4283,330.6497,108.6158,319.3502,111.0944,291.9034,139.4449,211.3662,137.155,204.6478,157.3958,114.8279,117.9451,207.8167,111.0897,246.0108,95.1102,282.141,95.7376,234.9037,77.8291
2aa0edf2f211988d,FR73ABOM200722037,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722037-P1.jpg,78.0349,102.5782,80.917,109.3696,171.3779,66.4342,186.7486,51.818,225.6763,46.3344,242.3579,65.9525,271.0354,70.4946,298.1121,66.9921,367.1671,49.5903,314.9684,109.003,303.1126,111.4067,267.7155,141.4325,187.832,144.7729,178.2957,166.6358,79.0076,129.2045,180.9735,115.5468,223.0171,95.7337,259.7487,97.8301,203.3693,76.9276
2e5878d7050efbbd,ABAURA5633,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA5633-P1.jpg,80.6152,95.4762,87.294,104.9733,181.1368,57.5423,200.0511,40.9662,230.5928,38.5955,248.8585,60.6889,282.7795,64.6765,306.8427,60.8565,383.7417,44.4479,325.6698,105.4837,312.873,109.0234,276.6144,140.5263,196.2563,147.3575,188.7292,168.4821,84.4752,121.149,188.9768,113.717,228.6954,91.7915,272.1533,90.7099,213.6883,71.2276
4273e666ca3bf267,OPIE_Lapi_130720,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_130720-P1.jpg,99.3998,98.5325,103.1615,105.1661,193.8616,62.2095,206.8251,49.8203,244.7319,44.949,258.4793,61.3984,289.3553,65.8431,312.2953,64.3116,389.5478,49.024,330.6911,104.7709,320.9469,106.7679,285.2291,138.7535,203.2288,141.1459,197.8322,161.9397,101.6105,123.2154,200.3701,111.2467,242.9197,92.1749,275.917,92.4702,224.3436,71.8613
e3fcf24e798a755f,CD388872c,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388872c-P1.jpg,73.5861,97.8809,76.5006,103.8658,168.4271,58.6253,182.1931,43.9665,220.2446,39.9123,237.7828,59.6967,272.5967,62.0824,295.9741,60.3536,371.3506,42.3785,315.1464,102.3385,300.4723,104.6636,259.678,138.6824,178.1997,140.9876,172.4515,163.7341,74.262,123.8726,171.009,110.5175,219.0446,90.8442,261.0594,90.2172,198.9548,70.0086
c779f73a0c9a877f,2019.01788,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2019.01788-P1.jpg,82.063,101.0342,89.1804,109.4655,176.2672,62.1153,191.662,46.4373,225.4578,39.1034,242.5246,57.3584,277.8289,62.7426,298.9525,58.3356,370.7318,37.9777,320.4249,99.1872,310.5739,102.0922,275.5747,136.3092,192.4141,144.0256,186.9468,166.6986,90.7435,129.255,185.1331,114.3795,228.671,89.9972,269.5734,89.6804,205.9408,68.9572
66043f2ba4462098,ABAURA8625,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA8625-P1.jpg,88.4992,89.4804,93.4053,98.5469,184.0205,53.9854,196.2865,42.0379,234.1958,39.6185,250.9458,58.6738,283.3351,63.3615,306.3337,62.5938,377.2076,47.536,319.2503,104.8529,307.7893,106.3892,269.6877,137.6598,189.1163,138.0419,181.7565,159.056,91.6419,114.7589,185.7823,107.001,231.2048,88.1777,271.5671,90.2917,214.3781,66.8173
dcbd2af986d811c3,FR73ABOM200722019,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722019-P1.jpg,72.6224,92.0961,74.9261,98.1599,172.3331,58.2784,189.9778,43.2345,225.3837,41.2886,242.8993,60.3449,272.4836,65.4056,301.1264,62.3273,373.757,45.2948,315.9597,105.1466,309.4987,107.0109,273.2191,140.4683,183.5154,138.0365,172.8129,160.1887,70.3299,116.7278,179.6449,108.034,226.375,89.5037,261.1455,92.6474,207.6024,69.9691
7e2dafde6c4633a9,ABAURA7150,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA7150-P1.jpg,83.427,104.6422,91.1092,113.111,175.2035,63.1935,194.2151,43.4887,223.1946,39.7423,240.7487,58.7923,278.4475,61.3444,295.5969,57.8099,365.1744,38.2749,317.8766,100.443,307.1799,103.862,267.9273,134.6875,199.2907,146.6749,195.4317,171.4874,92.5313,132.4498,189.0722,116.7354,228.4018,90.2117,269.2692,89.4797,209.7915,72.2563
cc147045d33008c7,OPIE_Lapi_220620,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_220620-P1.jpg,79.8808,100.551,81.5532,107.0296,174.9366,62.9042,189.0273,48.5963,227.9552,45.8646,243.9014,61.9713,273.9723,68.2329,302.7548,65.1729,378.9012,48.3622,321.7268,105.5996,309.1751,108.9413,275.3356,140.4402,187.7307,144.3555,180.9889,164.6929,77.2332,125.7256,180.6013,113.9812,225.4628,91.3239,261.5974,94.6991,207.866,71.5782
79834c1fd58c6195,FR73ABOM120722042,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722042-P1.jpg,72.0552,100.3871,74.6219,106.4643,166.5822,64.9035,187.4486,46.3809,223.8247,42.2299,241.4746,61.377,270.4439,67.1521,295.998,63.3805,369.2237,46.8506,313.5491,102.4529,304.8762,105.8752,274.4217,137.7785,182.6525,140.788,176.0533,162.4137,74.0881,126.8205,174.5754,111.2924,224.4476,91.1812,261.6613,92.6655,203.3331,72.45
208c787ce97a2e8e,FR73ABOM200722039,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722039-P1.jpg,113.9533,108.4787,115.7542,113.3144,201.4182,71.2518,216.0323,55.847,248.6918,50.6385,262.2364,65.9736,292.5862,68.8913,315.2354,64.3168,383.9599,47.2672,335.5892,101.2137,325.5513,104.4409,291.1209,136.677,212.9072,140.2873,206.7621,160.5991,114.8312,130.3475,207.2608,113.9216,247.1214,93.5995,286.3937,93.6486,229.8682,78.5952
6cb9207e841f5b18,FR73ABOM200722040,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722040-P1.jpg,74.8959,109.1434,76.8721,114.9024,169.5526,66.882,185.7283,49.466,224.2722,43.7938,242.4677,62.0404,272.7265,64.4593,298.1647,59.4457,369.234,38.1962,317.3224,99.4145,309.916,102.6008,273.0576,137.7872,186.5874,146.5591,179.7791,167.7765,74.9896,134.9512,179.9959,116.5753,226.5158,94.6155,266.6566,92.2398,205.0564,75.5096
e4aeabc3df05d056,FR73ABOM200722032,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722032-P1.jpg,79.7803,104.248,83.8496,112.8697,178.9469,65.2262,197.5581,48.8099,238.0201,44.6319,252.7292,63.9576,288.4225,69.1068,312.4858,66.0009,391.5562,47.0689,333.3793,107.051,322.2996,110.1277,287.4765,144.7832,188.3795,149.0799,178.9735,172.3451,81.0384,131.1055,181.1239,117.665,236.1293,95.1439,278.2877,97.3478,214.7458,75.4031
09ce294326def09d,2020.06207,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2020.06207-P1.jpg,86.8475,101.6463,93.8258,109.2637,183.4368,64.3618,198.6917,49.159,239.7707,47.3463,256.5537,66.419,288.533,68.9704,318.9521,66.3072,385.9456,50.1421,332.7001,106.648,320.8918,109.8107,290.4407,141.5348,198.9485,144.2513,191.9381,165.6949,91.8808,125.2001,193.6211,114.106,239.2953,96.24,279.1075,95.8041,218.478,76.0245
05a2613b9eee4a24,OPIE_Lapi_240620b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_240620b-P1.jpg,81.559,101.7065,84.7017,108.4818,177.5764,62.8827,190.7711,49.0424,228.9518,45.6758,244.7664,61.2665,273.7626,65.4021,296.0364,63.14,385.2038,40.9743,316.0918,102.6056,306.9337,105.3376,272.9696,136.9516,190.2613,141.2646,180.2026,163.0727,83.0128,126.3609,185.6494,112.6175,227.098,93.3682,261.2926,91.9671,208.5206,74.1844
bcaf28b64cda40ca,FR73ABOM140722015,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722015-P1.jpg,64.6103,96.7196,68.2284,103.8463,166.1571,59.3573,180.5178,45.0514,218.3558,42.3628,233.8468,59.6648,265.7396,64.7734,292.3745,61.4806,370.3427,43.2571,312.4639,101.7203,299.1291,104.4055,269.5006,137.5742,173.1209,139.278,163.6169,161.1472,65.8593,121.2635,169.4506,110.5369,219.6153,91.0143,256.1657,90.7978,199.2117,69.4732
c76d46e4f0642cb8,FR73ABOM120722070,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722070-P1.jpg,81.5312,108.979,84.263,115.0907,177.6935,65.6483,191.699,50.1017,225.7582,44.9938,243.6782,62.2737,270.7381,64.7368,299.9449,59.5498,369.0566,38.0247,319.9487,97.8964,304.9146,102.1009,274.0204,136.3827,184.5033,144.2277,177.6777,165.9583,82.3491,133.261,178.09,115.8099,222.9987,90.2503,261.8116,91.2869,207.4917,73.8186
800d6a969fe9e6b3,ABAURA8239c,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA8239c-P1.jpg,81.392,92.8194,85.7884,99.8046,178.5506,56.9223,192.4744,43.9116,232.1496,41.7027,246.7282,61.2158,278.0381,66.2472,309.1769,62.7945,376.956,47.2907,319.9571,105.0183,307.2237,106.6879,275.2645,139.8646,185.874,138.8253,179.2396,161.5925,80.4581,116.8871,182.4113,107.7724,224.6098,89.9517,262.9242,90.5991,208.6132,70.4669
d69fbca8a4424895,CD387577,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD387577-P1.jpg,118.4689,65.0505,121.7624,72.4932,199.8255,39.73,211.3036,28.1243,246.5637,27.3552,259.096,44.9498,284.3753,49.7836,309.9399,48.5582,371.2782,35.656,319.1925,84.2176,310.652,85.0301,280.1392,113.9588,207.4808,109.3235,200.5652,127.2171,118.5969,88.1342,205.1001,82.4899,240.9879,68.3894,274.9218,69.9871,228.3984,52.0068
904d5ba12b20a98c,FR73ABOM130722064,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722064-P1.jpg,96.9737,109.3569,101.4603,116.0827,185.5351,71.2121,203.469,54.3895,237.8503,50.2687,254.2986,66.3342,281.2078,70.4375,312.5989,64.449,386.5905,45.3682,330.9221,102.9372,321.58,105.9297,291.3181,139.947,204.616,145.2037,198.6425,166.8814,98.4755,133.6485,196.3859,116.8032,237.1161,96.9843,275.9829,95.8521,219.5461,79.0506
f6736c92ae4db2eb,2020.00254,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2020.00254-P1.jpg,90.5286,87.9217,94.4821,94.362,191.4253,56.4706,207.5952,40.828,247.0022,38.5384,261.1675,58.1983,287.7182,64.5881,317.5753,63.6316,394.718,51.8016,329.0523,102.8917,320.6804,105.7355,285.6457,136.3057,197.1204,133.7887,192.1788,155.7319,91.7937,113.9621,191.5849,104.7638,240.2773,87.3471,278.6384,90.4438,221.8782,66.6185
3f8be6548c4dc338,FR73ABOM120722090,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722090-P1.jpg,85.1017,114.1692,87.6053,120.1664,174.8587,69.7944,187.6588,55.2786,223.3072,49.3288,241.3344,65.4382,272.1451,67.4854,296.8402,62.9475,369.8832,40.6656,316.3139,101.3667,307.1079,104.6602,278.6184,138.1272,188.3716,146.6013,183.0309,168.206,86.918,138.7637,180.7759,118.6137,227.0235,96.2498,261.1602,94.332,207.2825,77.3518
82ab8e2cfe849b67,D264520b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/D264520b-P1.jpg,137.3353,66.1817,139.2268,73.7815,224.4531,42.3044,238.8703,30.9667,272.3397,29.9781,286.8203,47.7023,316.7955,54.1262,337.3005,53.763,405.6171,43.2233,349.9155,94.0242,339.1055,94.7245,304.735,121.5126,225.0945,116.5902,217.9176,136.7901,134.3174,90.8314,223.916,88.5659,267.5687,73.9397,306.2368,78.5134,251.0087,53.9908
a1e1027021f1fb25,CD388145b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388145b-P1.jpg,120.0465,99.8342,124.5436,108.6264,214.228,68.1859,228.8764,54.8272,265.7511,53.062,285.0854,72.0348,316.0933,74.7304,342.6516,74.5187,414.8192,57.7588,359.1765,111.1697,345.933,115.6891,313.7086,145.3723,223.6823,143.1473,216.4701,163.8033,123.1978,124.8215,221.9827,115.206,264.6412,98.6814,303.0148,99.8468,249.7449,81.1444
674897b94f549ae1,FR04ABOM220722001,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR04ABOM220722001-P1.jpg,97.1798,127.1142,99.9754,134.8543,195.2139,71.6027,206.8865,55.9888,246.6845,45.7522,268.1833,62.9347,308.8715,62.8918,328.4873,57.9365,406.1116,28.7967,350.9245,101.1177,342.0688,104.8569,304.9072,145.0911,217.6064,163.9667,211.028,191.577,98.6322,156.8885,211.6069,131.5315,258.4108,100.9781,298.2932,97.1768,230.6658,82.1125
907f132c71e868cd,2020.00339,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2020.00339-P1.jpg,109.8115,90.3318,113.863,98.2537,201.0651,60.3174,215.534,46.9208,251.3342,45.268,267.444,66.3447,294.0074,70.0819,324.5019,68.4777,386.7205,54.6456,334.1493,108.1841,324.8769,109.595,290.657,139.0895,208.398,137.1864,199.2827,155.8402,110.0168,112.88,206.8177,109.3447,247.8144,95.7063,283.6143,94.0533,231.6804,71.9767
b82e5243b358907f,CollecYvan15,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CollecYvan15-P1.jpg,91.2963,109.8701,93.9707,116.3748,189.1108,64.3947,203.8036,47.0518,244.7865,40.8274,263.068,59.1968,294.8984,63.1416,320.2748,58.2294,399.8229,34.3265,344.2656,101.1267,332.4517,105.2025,297.7311,140.467,203.6938,148.7643,197.4604,173.2543,93.3547,136.1594,194.5133,118.5802,244.3654,93.1363,286.3512,92.6453,222.7155,72.4017
e0569afa30972419,FR73ABOM140722031,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722031-P1.jpg,92.9427,99.5754,97.7585,106.6343,191.1176,64.1564,207.1957,48.6151,243.6653,45.5314,261.2508,63.4254,290.5537,67.7234,320.1978,64.3361,392.4639,44.449,338.0393,105.3429,328.0948,107.8952,295.0096,140.6477,201.802,141.2079,192.7107,163.0492,96.128,124.1017,197.1187,111.9092,241.9686,93.3695,280.7704,95.5231,225.7387,73.8244
e95c8c5e6432df60,CD387759,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD387759-P1.jpg,97.7537,94.3179,105.7938,103.0711,194.9521,60.482,206.563,49.2228,244.4229,45.809,262.2463,67.8052,286.6758,69.6382,317.0241,68.1246,386.3724,55.5115,331.2763,110.1332,320.73,112.1847,288.7804,142.7664,201.8353,137.9489,193.5608,155.1442,105.0308,118.3661,198.9596,110.6298,240.6925,93.2913,278.7786,94.4433,226.0549,74.1875
6b145a707d3bfe93,FR73ABOM130722046,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722046-P1.jpg,93.444,117.6803,96.0192,123.8432,181.4163,72.5995,193.4211,58.4698,227.2403,52.1427,244.2607,67.9436,273.6625,69.2098,302.7912,63.0552,369.2741,40.2747,317.9235,102.0006,306.7032,105.5417,276.9885,138.313,199.492,148.9827,192.8559,170.7373,95.5222,142.2434,191.7979,120.7149,229.3273,98.2162,267.2277,96.4324,211.1198,82.0677
6ab1330ba20e66b4,FR73ABOM130722018,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722018-P1.jpg,72.9566,95.9203,77.8018,102.8549,175.6219,60.0908,192.042,45.6163,228.7919,41.9756,245.1396,59.8245,275.7141,64.6881,306.5825,61.4683,384.432,47.1686,322.0249,100.9964,310.6566,104.773,277.1143,137.4015,185.5454,139.7052,178.3841,161.0741,75.3849,120.1402,178.6396,108.5473,227.7571,89.7345,266.0251,91.2222,213.6296,73.3346
a0dd42d49d9cb6a1,15L2021-1732,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/15L2021-1732-P1.jpg,89.0633,82.4294,92.1022,89.1123,193.4444,53.8408,206.5671,41.3724,246.9332,42.2966,262.0464,62.5261,289.4266,68.7201,323.3683,68.6798,391.7144,59.3907,332.0451,109.5262,317.7465,111.6467,283.6414,140.0675,195.0994,132.1101,185.8714,152.8287,89.5519,106.7896,192.4567,103.4324,238.6362,88.5583,275.5149,92.4072,224.3059,67.9005
cef5edace93bae09,FR73ABOM130722021,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722021-P1.jpg,94.3462,132.3007,98.4335,137.4197,183.0423,81.2461,197.6332,63.4815,233.2672,54.0197,252.5196,68.9568,284.1819,69.8238,312.4656,61.8882,385.8816,34.8565,335.5528,97.395,323.4449,102.635,297.9468,138.5045,209.3491,153.5114,205.4682,175.9778,97.4586,154.7148,199.2105,126.7358,239.1321,99.9542,278.8506,95.2437,221.3547,85.3739
668983b69ae7a068,CollecYvan18,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CollecYvan18-P1.jpg,93.249,91.9727,96.6422,99.5706,190.7802,62.2275,207.6515,47.4118,245.2449,45.2324,260.0659,65.0608,286.6926,72.1947,314.1482,70.4559,388.0536,58.073,328.589,113.9417,318.8751,115.2264,281.3276,143.1747,196.831,138.6788,189.2648,159.8145,93.2921,116.0518,191.2864,109.1177,238.1496,93.4036,275.7543,97.5609,221.2164,73.579
c5c1095e92123444,FR73ABOM130722030,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722030-P1.jpg,83.3086,99.0062,87.5778,105.8836,182.754,61.8135,198.3683,46.73,235.9297,43.3837,251.4023,61.3096,283.2759,66.8329,310.102,63.9492,388.9869,47.2499,325.7237,102.2164,316.1612,105.741,279.5833,138.634,192.9072,138.8865,184.6388,161.9763,86.9402,123.544,187.3299,110.5248,233.594,90.9943,274.2573,92.2311,217.735,72.6875
63a2028a495167de,CD388235b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388235b-P1.jpg,99.238,94.5977,102.8023,102.6278,194.6258,61.8008,210.5016,48.1773,243.1374,45.373,261.8854,65.9106,286.5827,69.918,317.5835,67.1724,385.7704,51.6694,330.5,107.499,320.7504,109.4811,287.4229,138.4164,200.6058,136.6411,194.7744,156.4301,101.7568,118.9817,197.9697,108.998,239.8243,89.5462,277.5994,93.0838,227.8506,75.2916
9ad1d7ba63873922,NoName2,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/NoName2-P1.jpg,84.5642,91.7067,91.0518,101.1806,180.5507,55.3606,197.3108,40.263,225.8727,35.6299,245.2358,56.6167,287.6905,60.2959,298.2756,59.0914,365.8709,40.124,320.0003,98.1061,307.3093,100.4012,272.743,131.6732,199.6918,139.0282,191.4964,160.3849,89.1592,118.2035,188.6804,108.3683,228.6602,85.5223,272.1323,86.0009,210.3996,67.7077
568dd869160c4c36,FR73ABOM130722063,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722063-P1.jpg,90.109,100.9708,94.8263,107.475,188.4931,64.1829,205.6741,48.9025,241.1402,44.2,256.4304,62.1532,285.8329,66.4101,312.4335,62.9797,387.1225,45.4173,329.9514,104.0737,323.7986,106.0834,290.9958,137.7826,198.3436,139.743,190.894,161.0771,91.9505,124.1166,192.5769,111.6276,240.9918,92.8575,277.6754,92.7732,220.2715,73.0431
0ab7aace9a08d7f1,FR73ABOM130722065,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722065-P1.jpg,91.2781,123.0851,94.9628,128.2634,183.7111,78.1836,195.19,63.0585,229.1889,55.7316,247.2613,71.6487,276.4411,73.5483,306.0064,66.5828,376.6078,41.9595,322.9333,103.1847,315.5392,106.4961,285.5546,141.1666,201.3137,149.8807,195.3645,171.2957,95.3023,144.8875,192.8665,122.5292,233.1725,100.0678,271.5956,97.5512,214.7301,84.5194
ee197cdadbd4e695,ABAURA8885f,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA8885f-P1.jpg,94.875,96.0118,101.7749,105.07,183.0221,57.6301,200.8324,39.5967,226.9279,35.8107,245.0585,55.7605,278.9684,58.8627,298.8358,56.5322,357.7659,39.027,316.279,98.6947,309.0021,100.2171,269.8979,131.2292,201.9025,138.7598,194.7854,159.2739,100.6173,119.9236,194.8424,110.7099,231.202,86.2081,271.2726,86.8035,210.9058,65.3418
42f7f643833e4847,CD388872,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388872-P1.jpg,136.6125,64.5276,140.384,72.4859,221.141,41.3631,234.5157,29.8276,266.0164,30.4928,278.726,50.4579,303.5529,56.2345,328.5189,55.4486,389.1167,46.2231,336.9305,92.3933,329.0276,93.5394,297.0282,116.4998,222.2696,112.2952,214.0619,127.8792,136.1414,86.8405,222.8513,84.7321,261.1365,75.0356,291.2968,76.9854,248.399,56.383
1a935472ffed59a5,OPIE_Lapi_230620,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_230620-P1.jpg,102.3732,100.9603,105.0961,107.1976,194.051,63.2623,206.9331,50.4176,243.5934,45.3913,261.1231,62.1651,288.4152,66.0907,316.1047,63.0031,390.9924,46.3282,333.219,103.545,322.298,105.8712,286.7794,137.0053,206.4458,141.2056,199.0148,161.849,102.7372,125.119,201.4087,111.1971,242.3735,92.148,276.2981,92.9636,225.2363,73.0369
1ce727241c3313f1,POLLINIS4982b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/POLLINIS4982b-P1.jpg,102.6381,92.3339,108.5356,101.3784,193.0336,58.705,208.1671,43.0257,238.7787,39.8436,255.9915,58.9501,292.3407,62.1366,307.0992,62.5926,374.515,47.7999,322.9227,103.2662,313.6616,105.1653,275.1485,132.9912,204.5842,139.9167,196.3629,159.2088,106.8267,117.5939,197.4873,110.8035,239.0689,89.5067,279.1815,88.439,223.1106,68.9822
